駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,,当該路線の設置状況
,東京メトロ,千代田線,表参道,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2018/12/01 00:00,○,（参照）【東京メトロ銀座線】,
,東京メトロ,千代田線,明治神宮前（原宿）,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2019/04/01 00:00,○,（参照）【東京メトロ副都心線】,
14,東京メトロ,千代田線,代々木公園,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,2018/10/01 00:00,,,
,東京メトロ,千代田線,代々木上原,東京都渋谷区,島式2面4線,2・3番線,可動式ホーム柵,2019/10/01 00:00,○,（参照）【小田急小田原線】,
,東京メトロ,南北線,目黒,東京都品川区,島式1面2線,1･2番線,可動式ホーム柵,2000/08/01 00:00,○,（参照）【東急目黒線】,◎全駅
15,東京メトロ,南北線,白金台,東京都港区,相対式2面2線,1・2番線,ホームドア,2000/09/01 00:00,,,
16,東京メトロ,南北線,白金高輪,東京都港区,島式2面4線,1・2・3・4番線,ホームドア,2000/09/01 00:00,,,
17,東京メトロ,南北線,麻布十番,東京都港区,島式1面2線,1・2番線,ホームドア,2000/09/01 00:00,,,
18,東京メトロ,南北線,六本木一丁目,東京都港区,島式1面2線,1・2番線,ホームドア,2000/09/01 00:00,,,
19,東京メトロ,南北線,溜池山王,東京都千代田区,島式1面2線,3・4番線,ホームドア,1997/09/01 00:00,○,東京メトロ銀座線ホーム（1・2番線）はH30.7に設置,
20,東京メトロ,南北線,永田町,東京都千代田区,島式1面2線,5・6番線,ホームドア,1997/09/01 00:00,,東京メトロ有楽町線ホーム（1・2番線）はH24.2に設置、東京メトロ半蔵門線ホーム（3・4番線）はH31.3に設置,
21,東京メトロ,南北線,四ツ谷,東京都新宿区,島式1面2線,3・4番線,ホームドア,1996/03/01 00:00,○,東京メトロ丸ノ内線ホーム（1・2番線）はH19.5に設置,
22,東京メトロ,南北線,市ケ谷,東京都新宿区、千代田区,島式1面2線,3・4番線,ホームドア,1996/03/01 00:00,○,東京メトロ有楽町線ホーム（1・2番線）はH23.10に設置,
23,東京メトロ,南北線,飯田橋,東京都新宿区,島式1面2線,5・6番線,ホームドア,1996/03/01 00:00,○,東京メトロ東西線ホーム（1・2番線）はH30.11に設置、東京メトロ有楽町線ホーム（3・4番線）はH23.9に設置,
24,東京メトロ,南北線,後楽園,東京都文京区,島式1面2線,3・4番線,ホームドア,1996/03/01 00:00,○,東京メトロ丸ノ内線ホーム（1・2番線）はH19.3に設置,
25,東京メトロ,南北線,東大前,東京都文京区,島式1面2線,1・2番線,ホームドア,1996/03/01 00:00,,,
26,東京メトロ,南北線,本駒込,東京都文京区,島式1面2線,1・2番線,ホームドア,1996/03/01 00:00,,,
27,東京メトロ,南北線,駒込,東京都豊島区,島式1面2線,1・2番線,ホームドア,1991/11/01 00:00,,,
28,東京メトロ,南北線,西ケ原,東京都北区,島式1面2線,1・2番線,ホームドア,1991/11/01 00:00,,,
29,東京メトロ,南北線,王子,東京都北区,島式1面2線,1・2番線,ホームドア,1991/11/01 00:00,,,
30,東京メトロ,南北線,王子神谷,東京都北区,相対式2面2線,1・2番線,ホームドア,1991/11/01 00:00,,,
31,東京メトロ,南北線,志茂,東京都北区,島式1面2線,1・2番線,ホームドア,1991/11/01 00:00,○,,
32,東京メトロ,南北線,赤羽岩淵,東京都北区,島式1面2線,1・2番線,ホームドア,1991/11/01 00:00,○,埼玉高速鉄道線と共用,
33,東京メトロ,丸ノ内線,池袋,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2006/09/01 00:00,○,東京メトロ有楽町線ホーム（3・4番線）はH23.1に、東京メトロ副都心線ホーム（5・6番線）はH20.6に設置,◎全駅
34,東京メトロ,丸ノ内線,新大塚,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2006/12/01 00:00,,,
35,東京メトロ,丸ノ内線,茗荷谷,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2007/02/01 00:00,,,
,東京メトロ,丸ノ内線,後楽園,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2007/03/01 00:00,○,（参照）【東京メトロ南北線】,
36,東京メトロ,丸ノ内線,本郷三丁目,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,
37,東京メトロ,丸ノ内線,御茶ノ水,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2007/06/01 00:00,,,
38,東京メトロ,丸ノ内線,淡路町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2007/07/01 00:00,,,
39,東京メトロ,丸ノ内線,大手町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2007/07/01 00:00,○,東京メトロ千代田線ホーム（5・6番線）はH31.2設置、東京メトロ東西線ホーム（3・4番線）・半蔵門線ホーム（7・8番線）は未設置,
40,東京メトロ,丸ノ内線,東京,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2007/08/01 00:00,○,,
41,東京メトロ,丸ノ内線,銀座,東京都中央区,島式1面2線,3・4番線,可動式ホーム柵,2007/09/01 00:00,○,東京メトロ銀座線ホーム（1・2番線）はH30.4に設置、日比谷線ホーム（5・6番線）は未設置,
42,東京メトロ,丸ノ内線,霞ケ関,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2007/09/01 00:00,○,東京メトロ日比谷線ホーム（3・4番線）はいずれも未設置,
43,東京メトロ,丸ノ内線,国会議事堂前,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2007/07/01 00:00,,東京メトロ千代田線ホーム（3・4番線）は未設置,
44,東京メトロ,丸ノ内線,赤坂見附,東京都港区,島式二層2面4線,2・4番線,可動式ホーム柵,2007/06/01 00:00,○,東京メトロ銀座線側（1・3番線）はH30.2に設置,
,東京メトロ,丸ノ内線,四ツ谷,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2007/05/01 00:00,○,（参照）【東京メトロ南北線】,
45,東京メトロ,丸ノ内線,四谷三丁目,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2007/02/01 00:00,,,
46,東京メトロ,丸ノ内線,新宿御苑前,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2006/12/01 00:00,,,
47,東京メトロ,丸ノ内線,新宿三丁目,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2006/11/01 00:00,○,東京メトロ副都心線ホーム（3・4番線）はH20.6に設置,
48,東京メトロ,丸ノ内線,新宿,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2006/10/01 00:00,○,,
49,東京メトロ,丸ノ内線,西新宿,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2006/09/01 00:00,,,
50,東京メトロ,丸ノ内線,中野坂上,東京都中野区,島式2面3線,1・2・3番線,可動式ホーム柵,2004/05/01 00:00,,本線ホーム（1・3番線）はH18.8に設置,
51,東京メトロ,丸ノ内線,新中野,東京都中野区,相対式2面2線,1・2番線,可動式ホーム柵,2006/08/01 00:00,,,
52,東京メトロ,丸ノ内線,東高円寺,東京都杉並区,相対式2面2線,1・2番線,可動式ホーム柵,2006/07/01 00:00,,,
53,東京メトロ,丸ノ内線,新高円寺,東京都杉並区,相対式2面2線,1・2番線,可動式ホーム柵,2006/07/01 00:00,,,
54,東京メトロ,丸ノ内線,南阿佐ケ谷,東京都杉並区,相対式2面2線,1・2番線,可動式ホーム柵,2006/06/01 00:00,,,
55,東京メトロ,丸ノ内線,荻窪,東京都杉並区,島式1面2線,1・2番線,可動式ホーム柵,2006/06/01 00:00,,,
56,東京メトロ,丸ノ内線（支線）,中野新橋,東京都中野区,相対式2面2線,1・2番線,可動式ホーム柵,2004/05/01 00:00,,,
57,東京メトロ,丸ノ内線（支線）,中野富士見町,東京都中野区,相対式2面2線,1・2番線,可動式ホーム柵,2004/05/01 00:00,,,
58,東京メトロ,丸ノ内線（支線）,方南町,東京都杉並区,島式1面2線,1・2番線,可動式ホーム柵,2004/05/01 00:00,,,
,東京メトロ,副都心線,和光市,埼玉県和光市,島式2面4線,1・2･3・4番線,可動式ホーム柵,2012/07/01 00:00,○,（参照）【東武東上線】,◎全駅
,東京メトロ,副都心線,地下鉄成増,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,2010/10/01 00:00,,（参照）【東京メトロ有楽町線】,
,東京メトロ,副都心線,地下鉄赤塚,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2010/09/01 00:00,,（参照）【東京メトロ有楽町線】,
,東京メトロ,副都心線,平和台,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2010/09/01 00:00,,（参照）【東京メトロ有楽町線】,
,東京メトロ,副都心線,氷川台,東京都練馬区,相対式2面2線,1・2番線,可動式ホーム柵,2010/08/01 00:00,,（参照）【東京メトロ有楽町線】,
59,東京メトロ,副都心線,小竹向原,東京都練馬区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2008/06/01 00:00,○,東京メトロ有楽町線・西武有楽町線と共用,
60,東京メトロ,副都心線,千川,東京都豊島区,島式1面2線,3・4番線,可動式ホーム柵,2008/06/01 00:00,,東京メトロ有楽町線ホーム（1･2番線）はH26.2に設置,
61,東京メトロ,副都心線,要町,東京都豊島区,島式1面2線,3・4番線,可動式ホーム柵,2008/06/01 00:00,,東京メトロ有楽町線ホーム（1･2番線）はH23.1に設置,
,東京メトロ,副都心線,池袋,東京都豊島区,島式1面2線,5・6番線,可動式ホーム柵,2008/06/01 00:00,○,（参照）【東京メトロ丸ノ内線】,
62,東京メトロ,副都心線,雑司が谷,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2008/06/01 00:00,,,
63,東京メトロ,副都心線,西早稲田,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2008/06/01 00:00,,,
64,東京メトロ,副都心線,東新宿,東京都新宿区,島式二層2面4線,1・2・3・4番線,可動式ホーム柵,2008/06/01 00:00,,現1・3番線（元通過線側のホーム）はH27.5に設置,
,東京メトロ,副都心線,新宿三丁目,東京都新宿区,島式1面2線,3・4番線,可動式ホーム柵,2008/06/01 00:00,○,（参照）【東京メトロ丸ノ内線】,
65,東京メトロ,副都心線,北参道,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,2008/06/01 00:00,,,
66,東京メトロ,副都心線,明治神宮前（原宿）,東京都渋谷区,島式1面2線,3・4番線,可動式ホーム柵,2008/06/01 00:00,○,,
,東京メトロ,副都心線,渋谷,東京都渋谷区,島式2面4線,3・4・5・6番線,可動式ホーム柵,2008/06/01 00:00,○,（参照）【東急東横線】,
,東京メトロ,有楽町線,和光市,埼玉県和光市,島式2面4線,1・2･3・4番線,可動式ホーム柵,2012/07/01 00:00,○,（参照）【東武東上線】,◎全駅
67,東京メトロ,有楽町線,地下鉄成増,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,2010/10/01 00:00,,,
68,東京メトロ,有楽町線,地下鉄赤塚,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2010/09/01 00:00,,,
69,東京メトロ,有楽町線,平和台,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2010/09/01 00:00,,,
70,東京メトロ,有楽町線,氷川台,東京都練馬区,相対式2面2線,1・2番線,可動式ホーム柵,2010/08/01 00:00,,,
,東京メトロ,有楽町線,小竹向原,東京都練馬区,島式2面4線,1･2･3･4番線,可動式ホーム柵,2008/06/01 00:00,○,（参照）【東京メトロ副都心線】,
,東京メトロ,有楽町線,千川,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2014/02/01 00:00,,（参照）【東京メトロ副都心線】,
,東京メトロ,有楽町線,要町,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2011/01/01 00:00,,（参照）【東京メトロ副都心線】,
,東京メトロ,有楽町線,池袋,東京都豊島区,島式1面2線,3・4番線,可動式ホーム柵,2011/01/01 00:00,○,（参照）【東京メトロ丸ノ内線】,
71,東京メトロ,有楽町線,東池袋,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2011/02/01 00:00,,,
72,東京メトロ,有楽町線,護国寺,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,2011/03/01 00:00,,,
73,東京メトロ,有楽町線,江戸川橋,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,2011/08/01 00:00,,,
,東京メトロ,有楽町線,飯田橋,東京都千代田区、新宿区,島式1面2線,3・4番線,可動式ホーム柵,2011/09/01 00:00,○,（参照）【東京メトロ南北線】,
,東京メトロ,有楽町線,市ケ谷,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2011/10/01 00:00,○,（参照）【東京メトロ南北線】,
74,東京メトロ,有楽町線,麴町,東京都千代田区,単式二層2面2線,1・2番線,可動式ホーム柵,2011/11/01 00:00,,,
,東京メトロ,有楽町線,永田町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2012/02/01 00:00,,（参照）【東京メトロ南北線】,
75,東京メトロ,有楽町線,桜田門,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2012/02/01 00:00,,,
76,東京メトロ,有楽町線,有楽町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2012/03/01 00:00,○,,
77,東京メトロ,有楽町線,銀座一丁目,東京都中央区,単式二層2面2線,1・2番線,可動式ホーム柵,2012/04/01 00:00,,,
78,東京メトロ,有楽町線,新富町,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,2013/06/01 00:00,,,
79,東京メトロ,有楽町線,月島,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2013/06/01 00:00,,,
80,東京メトロ,有楽町線,豊洲,東京都江東区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2013/10/01 00:00,○,1・4番線はH25.10、2・3番線はH25.12に設置,
81,東京メトロ,有楽町線,辰巳,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,2013/11/01 00:00,,,
82,東京メトロ,有楽町線,新木場,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,2013/06/01 00:00,○,,
83,東京メトロ,銀座線,浅草,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/06/01 00:00,○,,△一部の駅
84,東京メトロ,銀座線,田原町,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/07/01 00:00,,,
85,東京メトロ,銀座線,稲荷町,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/07/01 00:00,,,
86,東京メトロ,銀座線,上野,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,2016/03/01 00:00,○,2番線はH29.8に設置、東京メトロ日比谷線ホーム（1・2番線）は未設置,
87,東京メトロ,銀座線,上野広小路,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,2017/09/01 00:00,,,
88,東京メトロ,銀座線,末広町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2017/10/01 00:00,,,
89,東京メトロ,銀座線,神田,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2017/11/01 00:00,,,
90,東京メトロ,銀座線,三越前,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2018/03/01 00:00,○,東京メトロ半蔵門線ホーム（3・4番線）は未設置,
91,東京メトロ,銀座線,日本橋,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,2018/03/01 00:00,○,東京メトロ東西線ホーム（3・4番線）はR1.9に設置,
92,東京メトロ,銀座線,京橋,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2018/08/01 00:00,,,
,東京メトロ,銀座線,銀座,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2018/04/01 00:00,○,（参照）【東京メトロ丸ノ内線】,
93,東京メトロ,銀座線,新橋,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2018/09/01 00:00,○,,
94,東京メトロ,銀座線,虎ノ門,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2018/05/01 00:00,○,,
,東京メトロ,銀座線,溜池山王,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2018/07/01 00:00,○,（参照）【東京メトロ南北線】,
,東京メトロ,銀座線,赤坂見附,東京都港区,島式二層2面4線,1・3番線,可動式ホーム柵,2018/02/01 00:00,○,（参照）【東京メトロ丸ノ内線】,
95,東京メトロ,銀座線,青山一丁目,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2017/12/01 00:00,○,東京メトロ半蔵門線ホーム（3・4番線）はH30.8に設置,
96,東京メトロ,銀座線,外苑前,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2017/12/01 00:00,,,
97,東京メトロ,銀座線,表参道,東京都港区,島式2面4線,4・5番線,可動式ホーム柵,2018/07/01 00:00,○,東京メトロ千代田線ホーム（1・2番線）はH30.12に設置、東京メトロ半蔵門線ホーム（3・6番線）はH30.10に設置,
98,東京メトロ,東西線,高田馬場,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2018/06/01 00:00,○,,△一部の駅
99,東京メトロ,東西線,早稲田,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2018/12/01 00:00,,,
100,東京メトロ,東西線,神楽坂,東京都新宿区,単式二層2面2線,1・2番線,可動式ホーム柵,2019/03/01 00:00,,,
,東京メトロ,東西線,飯田橋,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2018/11/01 00:00,○,（参照）【東京メトロ南北線】,
101,東京メトロ,東西線,九段下,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2018/02/01 00:00,○,東京メトロ半蔵門線ホーム（3･4番線）はH30.3に設置,
102,東京メトロ,東西線,竹橋,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2019/04/01 00:00,,,
,東京メトロ,東西線,日本橋,東京都中央区,島式1面2線,3・4番線,可動式ホーム柵,2019/09/01 00:00,○,（参照）【東京メトロ銀座線】,
103,東京メトロ,東西線,門前仲町,東京都江東区,相対式2面2線,1・2番線,可動式ホーム柵,2020/03/01 00:00,,,
,東京メトロ,半蔵門線,渋谷,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,2019/03/01 00:00,○,（参照）【東急田園都市線】,△一部の駅
,東京メトロ,半蔵門線,表参道,東京都港区,島式2面4線,3・6番線,可動式ホーム柵,2018/10/01 00:00,○,（参照）【東京メトロ銀座線】,
,東京メトロ,半蔵門線,青山一丁目,東京都港区,島式1面2線,3・4番線,可動式ホーム柵,2018/08/01 00:00,○,（参照）【東京メトロ銀座線】,
,東京メトロ,半蔵門線,永田町,東京都千代田区,島式1面2線,3・4番線,可動式ホーム柵,2019/03/01 00:00,,（参照）【東京メトロ南北線】,
104,東京メトロ,半蔵門線,半蔵門,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2019/02/01 00:00,,,
,東京メトロ,半蔵門線,九段下,東京都千代田区,相対式2面2線,3・4番線,可動式ホーム柵,2018/03/01 00:00,○,（参照）【東京メトロ東西線】,
1,東京都交通局,浅草線,泉岳寺,東京都港区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2020/03/01 00:00,○,,△一部の駅
,東京都交通局,浅草線,三田,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2019/12/01 00:00,○,（参照）【都営三田線】,
,東京都交通局,浅草線,大門,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2019/11/01 00:00,○,（参照）【都営大江戸線】,
2,東京都交通局,浅草線,新橋,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2019/10/01 00:00,○,,
,東京都交通局,三田線,目黒,東京都品川区,島式1面2線,1･2番線,可動式ホーム柵,2000/08/01 00:00,○,（参照）【東急目黒線】,◎全駅
,東京都交通局,三田線,白金台,東京都港区,相対式2面2線,1･2番線,ホームドア,2000/09/01 00:00,,（参照）【東京メトロ南北線】,
,東京都交通局,三田線,白金高輪,東京都港区,島式2面4線,1・2・3・4番線,ホームドア,2000/09/01 00:00,,（参照）【東京メトロ南北線】,
3,東京都交通局,三田線,三田,東京都港区,単式二層2面2線,3・4番線,可動式ホーム柵,2000/08/01 00:00,○,,
4,東京都交通局,三田線,芝公園,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,2000/08/01 00:00,,,
5,東京都交通局,三田線,御成門,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2000/08/01 00:00,,,
6,東京都交通局,三田線,内幸町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2000/08/01 00:00,,,
7,東京都交通局,三田線,日比谷,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2000/08/01 00:00,,,
8,東京都交通局,三田線,大手町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,2000/07/01 00:00,○,,
9,東京都交通局,三田線,神保町,東京都千代田区,島式1面2線,3・4番線,可動式ホーム柵,2000/07/01 00:00,○,,
10,東京都交通局,三田線,水道橋,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,2000/07/01 00:00,,,
11,東京都交通局,三田線,春日,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2000/07/01 00:00,○,,
12,東京都交通局,三田線,白山,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,2000/07/01 00:00,,,
13,東京都交通局,三田線,千石,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,2000/06/01 00:00,,,
14,東京都交通局,三田線,巣鴨,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2000/06/01 00:00,,,
15,東京都交通局,三田線,西巣鴨,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,2000/06/01 00:00,,,
16,東京都交通局,三田線,新板橋,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,2000/06/01 00:00,,,
17,東京都交通局,三田線,板橋区役所前,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/06/01 00:00,,,
18,東京都交通局,三田線,板橋本町,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/06/01 00:00,,,
19,東京都交通局,三田線,本蓮沼,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/05/01 00:00,,,
20,東京都交通局,三田線,志村坂上,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/05/01 00:00,,,
21,東京都交通局,三田線,志村三丁目,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/05/01 00:00,,,
22,東京都交通局,三田線,蓮根,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,2000/05/01 00:00,,,
23,東京都交通局,三田線,西台,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/05/01 00:00,,,
24,東京都交通局,三田線,高島平,東京都板橋区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2000/04/01 00:00,,,
25,東京都交通局,三田線,新高島平,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/04/01 00:00,,,
26,東京都交通局,三田線,西高島平,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,2000/04/01 00:00,,,
27,東京都交通局,大江戸線,清澄白河,東京都江東区,島式2面3線,1・2・3・4番線,可動式ホーム柵,2011/04/01 00:00,,,◎全駅
28,東京都交通局,大江戸線,門前仲町,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,2011/07/01 00:00,,,
29,東京都交通局,大江戸線,月島,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,2011/08/01 00:00,,,
30,東京都交通局,大江戸線,勝どき,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,2011/08/01 00:00,○,,
31,東京都交通局,大江戸線,築地市場,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2011/09/01 00:00,,,
32,東京都交通局,大江戸線,汐留,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2011/10/01 00:00,,,
33,東京都交通局,大江戸線,大門,東京都港区,島式1面2線,3・4番線,可動式ホーム柵,2011/10/01 00:00,○,,
34,東京都交通局,大江戸線,赤羽橋,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2011/11/01 00:00,,,
35,東京都交通局,大江戸線,麻布十番,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2011/11/01 00:00,,,
36,東京都交通局,大江戸線,六本木,東京都港区,単式二層2面2線,1・2番線,可動式ホーム柵,2011/12/01 00:00,,,
37,東京都交通局,大江戸線,青山一丁目,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,2011/12/01 00:00,,,
38,東京都交通局,大江戸線,国立競技場,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2012/01/01 00:00,,,
39,東京都交通局,大江戸線,代々木,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,2012/02/01 00:00,,,
,東京都交通局,大江戸線,新宿,東京都新宿区,島式1面2線,6・7番線,可動式ホーム柵,2012/02/01 00:00,○,（参照）【京王電鉄京王線】,
40,東京都交通局,大江戸線,都庁前,東京都新宿区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2012/03/01 00:00,,2・3番線はH24.11に設置,
41,東京都交通局,大江戸線,森下,東京都江東区,島式1面2線,3・4番線,可動式ホーム柵,2012/03/01 00:00,○,,
42,東京都交通局,大江戸線,両国,東京都墨田区,島式1面2線,1・2番線,可動式ホーム柵,2012/04/01 00:00,,,
43,東京都交通局,大江戸線,蔵前,東京都台東区,島式1面2線,1・2番線,可動式ホーム柵,2012/04/01 00:00,,都営浅草線（1・2番線）とは別カウント、未設置,
44,東京都交通局,大江戸線,新御徒町,東京都台東区,島式1面2線,1・2番線,可動式ホーム柵,2012/05/01 00:00,,,
45,東京都交通局,大江戸線,上野御徒町,東京都台東区,島式1面2線,1・2番線,可動式ホーム柵,2012/05/01 00:00,,,
46,東京都交通局,大江戸線,本郷三丁目,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,2012/06/01 00:00,,,
,東京都交通局,大江戸線,春日,東京都文京区,島式1面2線,3・4番線,可動式ホーム柵,2012/06/01 00:00,○,（参照）【都営三田線】,
47,東京都交通局,大江戸線,飯田橋,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,2012/08/01 00:00,,,
48,東京都交通局,大江戸線,牛込神楽坂,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2012/09/01 00:00,,,
49,東京都交通局,大江戸線,牛込柳町,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2012/09/01 00:00,,,
50,東京都交通局,大江戸線,若松河田,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2012/10/01 00:00,,,
51,東京都交通局,大江戸線,東新宿,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2012/10/01 00:00,,,
52,東京都交通局,大江戸線,新宿西口,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2012/11/01 00:00,,,
53,東京都交通局,大江戸線,光が丘,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2012/12/01 00:00,,,
54,東京都交通局,大江戸線,練馬春日町,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2012/12/01 00:00,,,
55,東京都交通局,大江戸線,豊島園,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2013/01/01 00:00,,,
56,東京都交通局,大江戸線,練馬,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,2013/01/01 00:00,,,
57,東京都交通局,大江戸線,新江古田,東京都中野区,島式1面2線,1・2番線,可動式ホーム柵,2013/02/01 00:00,,,
58,東京都交通局,大江戸線,落合南長崎,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2013/02/01 00:00,,,
59,東京都交通局,大江戸線,中井,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2013/03/01 00:00,,,
60,東京都交通局,大江戸線,東中野,東京都中野区,島式1面2線,1・2番線,可動式ホーム柵,2013/03/01 00:00,,,
