駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,,当該路線の設置状況
9,沖縄都市モノレール,沖縄都市モノレール線,牧志,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
10,沖縄都市モノレール,沖縄都市モノレール線,安里,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
11,沖縄都市モノレール,沖縄都市モノレール線,おもろまち,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
12,沖縄都市モノレール,沖縄都市モノレール線,古島,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
13,沖縄都市モノレール,沖縄都市モノレール線,市立病院前,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
14,沖縄都市モノレール,沖縄都市モノレール線,儀保,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
15,沖縄都市モノレール,沖縄都市モノレール線,首里,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,2003/08/01 00:00,,,
16,沖縄都市モノレール,沖縄都市モノレール線,石嶺,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,2019/10/01 00:00,,,
17,沖縄都市モノレール,沖縄都市モノレール線,経塚,沖縄県浦添市,島式1面2線,1・2番線,可動式ホーム柵,2019/10/01 00:00,,,
18,沖縄都市モノレール,沖縄都市モノレール線,浦添前田,沖縄県浦添市,島式1面2線,1・2番線,可動式ホーム柵,2019/10/01 00:00,,,
19,沖縄都市モノレール,沖縄都市モノレール線,てだこ浦西,沖縄県浦添市,島式1面2線,1・2番線,可動式ホーム柵,2019/10/01 00:00,,,
