駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,,当該路線の設置状況
1,東京都交通局,日暮里・舎人ライナー,日暮里,東京都荒川区,島式1面2線,1・2番線,ホームドア,H20.3,,,◎全駅
2,東京都交通局,日暮里・舎人ライナー,西日暮里,東京都荒川区,島式1面2線,1・2番線,ホームドア,H20.3,,,
3,東京都交通局,日暮里・舎人ライナー,赤土小学校前,東京都荒川区,島式1面2線,1・2番線,ホームドア,H20.3,,,
4,東京都交通局,日暮里・舎人ライナー,熊野前,東京都荒川区,島式1面2線,1・2番線,ホームドア,H20.3,,,
5,東京都交通局,日暮里・舎人ライナー,足立小台,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
6,東京都交通局,日暮里・舎人ライナー,扇大橋,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
7,東京都交通局,日暮里・舎人ライナー,高野,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
8,東京都交通局,日暮里・舎人ライナー,江北,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
9,東京都交通局,日暮里・舎人ライナー,西新井大師西,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
10,東京都交通局,日暮里・舎人ライナー,谷在家,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
11,東京都交通局,日暮里・舎人ライナー,舎人公園,東京都足立区,島式2面3線,1・2・3・4番線,ホームドア,H20.3,,,
12,東京都交通局,日暮里・舎人ライナー,舎人,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
13,東京都交通局,日暮里・舎人ライナー,見沼代親水公園,東京都足立区,島式1面2線,1・2番線,ホームドア,H20.3,,,
1,多摩都市モノレール,多摩モノレール,多摩センター,東京都多摩市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,◎全駅
2,多摩都市モノレール,多摩モノレール,松が谷,東京都八王子市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
3,多摩都市モノレール,多摩モノレール,大塚・帝京大学,東京都八王子市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
4,多摩都市モノレール,多摩モノレール,中央大学・明星大学,東京都八王子市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
5,多摩都市モノレール,多摩モノレール,多摩動物公園,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
6,多摩都市モノレール,多摩モノレール,程久保,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
7,多摩都市モノレール,多摩モノレール,高幡不動,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
8,多摩都市モノレール,多摩モノレール,万願寺,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
9,多摩都市モノレール,多摩モノレール,甲州街道,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
10,多摩都市モノレール,多摩モノレール,柴崎体育館,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
11,多摩都市モノレール,多摩モノレール,立川南,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H12.1,,,
12,多摩都市モノレール,多摩モノレール,立川北,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
13,多摩都市モノレール,多摩モノレール,高松,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
14,多摩都市モノレール,多摩モノレール,立飛,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
15,多摩都市モノレール,多摩モノレール,泉体育館,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
16,多摩都市モノレール,多摩モノレール,砂川七番,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
17,多摩都市モノレール,多摩モノレール,玉川上水,東京都東大和市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
18,多摩都市モノレール,多摩モノレール,桜街道,東京都東大和市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
19,多摩都市モノレール,多摩モノレール,上北台,東京都東大和市,相対式2面2線,1・2番線,可動式ホーム柵,H10.11,,,
1,舞浜リゾートライン,ディズニーリゾートライン,リゾートゲートウェイ・ステーション,千葉県浦安市,2面1線,乗車ホーム・降車ホーム,可動式ホーム柵,H13.7,,,◎全駅
2,舞浜リゾートライン,ディズニーリゾートライン,東京ディズニーランド・ステーション,千葉県浦安市,単式1面1線,－,可動式ホーム柵,H13.7,,,
3,舞浜リゾートライン,ディズニーリゾートライン,ベイサイド・ステーション,千葉県浦安市,単式1面1線,－,可動式ホーム柵,H13.7,,,
4,舞浜リゾートライン,ディズニーリゾートライン,東京ディズニーシー・ステーション,千葉県浦安市,2面1線,乗車ホーム・降車ホーム,可動式ホーム柵,H13.7,,,
1,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,新杉田,神奈川県横浜市磯子区,島式1面2線,1・2番線,ホームドア,H1.7,,,◎全駅
2,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,南部市場,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
3,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,鳥浜,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
4,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,並木北,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
5,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,並木中央,神奈川県横浜市金沢区,島式2面3線,1・2・3・4番線,ホームドア,H1.7,,,
6,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,幸浦,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
7,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,産業振興センター,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
8,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,福浦,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
9,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,市大医学部,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
10,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,八景島,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
11,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,海の公園柴口,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
12,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,海の公園南口,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
13,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,野島公園,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,H1.7,,,
14,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,金沢八景,神奈川県横浜市金沢区,島式1面2線,2番線,ホームドア,H1.7,,※片線開業のため、2番線のみ使用,
1,愛知高速交通,リニモ東部丘陵線,藤が丘,愛知県名古屋市名東区,島式1面2線,1・2番線,ホームドア,H17.3,,,◎全駅
2,愛知高速交通,リニモ東部丘陵線,はなみずき通,愛知県長久手市,相対式2面2線,1・2番線,ホームドア,H17.3,,,
3,愛知高速交通,リニモ東部丘陵線,杁ヶ池公園,愛知県長久手市,島式1面2線,1・2番線,ホームドア,H17.3,,,
4,愛知高速交通,リニモ東部丘陵線,長久手古戦場,愛知県長久手市,島式1面2線,1・2番線,ホームドア,H17.3,,,
5,愛知高速交通,リニモ東部丘陵線,芸大通,愛知県長久手市,島式1面2線,1・2番線,ホームドア,H17.3,,,
6,愛知高速交通,リニモ東部丘陵線,公園西,愛知県長久手市,島式1面2線,1・2番線,ホームドア,H17.3,,,
7,愛知高速交通,リニモ東部丘陵線,愛・地球博記念公園,愛知県長久手市,島式2面3線,1・2・3・4番線,ホームドア,H17.3,,,
8,愛知高速交通,リニモ東部丘陵線,陶磁資料館南,愛知県豊田市,島式1面2線,1・2番線,ホームドア,H17.3,,,
9,愛知高速交通,リニモ東部丘陵線,八草,愛知県豊田市,島式1面2線,1・2番線,ホームドア,H17.3,,1番線は降車ホーム・2番線は乗車ホーム,
1,Osaka Metro,南港ポートタウン線,コスモスクエア,大阪府大阪市住之江区,島式1面2線,3・4番線,ホームドア,H9.12,,中央線ホーム（1・2番線）は未設置,◎全駅
2,Osaka Metro,南港ポートタウン線,トレードセンター前,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,H9.12,,,
3,Osaka Metro,南港ポートタウン線,中ふ頭,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
4,Osaka Metro,南港ポートタウン線,ポートタウン西,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
5,Osaka Metro,南港ポートタウン線,ポートタウン東,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
6,Osaka Metro,南港ポートタウン線,フェリーターミナル,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
7,Osaka Metro,南港ポートタウン線,南港東,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
8,Osaka Metro,南港ポートタウン線,南港口,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
9,Osaka Metro,南港ポートタウン線,平林,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,,
10,Osaka Metro,南港ポートタウン線,住之江公園,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,S56.3,,四つ橋線ホーム（1・2番線）は未設置,
1,大阪モノレール,大阪モノレール線,大阪空港,大阪府豊中市蛍池西町,島式１面2線,1・2番線,可動式ホーム柵,R2.2,,,△一部の駅
2,大阪モノレール,大阪モノレール線,蛍池,大阪府豊中市蛍池中町,島式１面2線,1・2番線,可動式ホーム柵,R1.12,,,
3,大阪モノレール,大阪モノレール,千里中央,大阪府豊中市,島式1面2線,1・2番線,可動式ホーム柵,H31.3,,,
4,大阪モノレール,大阪モノレール線,山田,大阪府吹田市山田西,島式１面2線,1・2番線,可動式ホーム柵,R2.2,,,
5,大阪モノレール,大阪モノレール線,万博記念公園,大阪府吹田市千里万博公園内,島式2面3線,1・2・3番線,可動式ホーム柵,R2.1,,,
6,大阪モノレール,大阪モノレール線,南茨木,大阪府茨木市天王,島式１面2線,1・2番線,可動式ホーム柵,R1.9,,,
7,大阪モノレール,大阪モノレール線,門真市,大阪府門真市新橋町,島式１面2線,1・2番線,可動式ホーム柵,R1.9,,,
8,大阪モノレール,国際文化公園都市モノレール線,彩都西,大阪府茨木市彩都あさぎ,島式１面2線,1・2番線,可動式ホーム柵,R1.11,,,
1,神戸新交通,ポートアイランド線,三宮,兵庫県兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,S56.2,,,◎全駅
2,神戸新交通,ポートアイランド線,貿易センター,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,S56.2,,,
3,神戸新交通,ポートアイランド線,ポートターミナル,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,S56.2,,1番線はH18.2に設置,
4,神戸新交通,ポートアイランド線,中公園,兵庫県神戸市中央区,相対式2面2線・単式1面1線,1・2・3番線,ホームドア,S56.2,,1番線はH18.2に設置,
5,神戸新交通,ポートアイランド線,みなとじま,兵庫県神戸市中央区,相対式2面2線,1・2番線,ホームドア,S56.2,,1番線はH18.2に設置,
6,神戸新交通,ポートアイランド線,市民広場,兵庫県神戸市中央区,相対式2面2線,1・2番線,ホームドア,S56.2,,,
7,神戸新交通,ポートアイランド線,南公園,兵庫県神戸市中央区,単式1面1線,－,ホームドア,S56.2,,,
8,神戸新交通,ポートアイランド線,中埠頭,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,S56.2,,,
9,神戸新交通,ポートアイランド線,北埠頭,兵庫県神戸市中央区,単式1面1線,－,ホームドア,S56.2,,,
10,神戸新交通,ポートアイランド線,医療センター,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,H18.2,,,
11,神戸新交通,ポートアイランド線,京コンピューター前,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,H18.2,,,
12,神戸新交通,ポートアイランド線,神戸空港,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,H18.2,,,
13,神戸新交通,六甲アイランド線,住吉,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,H2.2,,,
14,神戸新交通,六甲アイランド線,魚崎,兵庫県神戸市東灘区,相対式2面2線,1・2番線,ホームドア,H2.2,,,
15,神戸新交通,六甲アイランド線,南魚崎,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,H2.2,,,
16,神戸新交通,六甲アイランド線,アイランド北口,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,H2.2,,,
17,神戸新交通,六甲アイランド線,アイランドセンター,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,H2.2,,,
18,神戸新交通,六甲アイランド線,マリンパーク,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,H2.2,,,
1,スカイレールサービス,広島短距離交通瀬野線,みどり口,広島県広島市安芸区,相対式2面2線,乗車ホーム・降車ホーム,ホームドア,H10.8,,,◎全駅
2,スカイレールサービス,広島短距離交通瀬野線,みどり中街,広島県広島市安芸区,相対式2面2線,上り線・下り線,ホームドア,H10.8,,,
3,スカイレールサービス,広島短距離交通瀬野線,みどり中央,広島県広島市安芸区,相対式2面2線,乗車ホーム・降車ホーム,ホームドア,H10.8,,,
1,広島高速交通,"広島新交通1号線（アストラムライン）",本通,広島県広島市中区,島式1面2線,1・2番線,ホームドア,H6.8,,,◎全駅
2,広島高速交通,"広島新交通1号線（アストラムライン）",県庁前,広島県広島市中区,島式1面2線,1・2番線,ホームドア,H6.8,,,
3,広島高速交通,"広島新交通1号線（アストラムライン）",城北,広島県広島市中区,島式1面2線,1・2番線,ホームドア,H6.8,,,
4,広島高速交通,"広島新交通1号線（アストラムライン）",白島,広島県広島市中区,島式1面2線,1・2番線,ホームドア,H6.8,,,
5,広島高速交通,"広島新交通1号線（アストラムライン）",牛田,広島県広島市東区,島式1面2線,1・2番線,ホームドア,H6.8,,,
6,広島高速交通,"広島新交通1号線（アストラムライン）",不動院前,広島県広島市東区,島式1面2線,1・2番線,ホームドア,H6.8,,,
7,広島高速交通,"広島新交通1号線（アストラムライン）",祇園新橋北,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
8,広島高速交通,"広島新交通1号線（アストラムライン）",西原,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
9,広島高速交通,"広島新交通1号線（アストラムライン）",中筋,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
10,広島高速交通,"広島新交通1号線（アストラムライン）",古市,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
11,広島高速交通,"広島新交通1号線（アストラムライン）",大町,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
12,広島高速交通,"広島新交通1号線（アストラムライン）",毘沙門台,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
13,広島高速交通,"広島新交通1号線（アストラムライン）",安東,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
14,広島高速交通,"広島新交通1号線（アストラムライン）",上安,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
15,広島高速交通,"広島新交通1号線（アストラムライン）",高取,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
16,広島高速交通,"広島新交通1号線（アストラムライン）",長楽寺,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
17,広島高速交通,"広島新交通1号線（アストラムライン）",伴,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
18,広島高速交通,"広島新交通1号線（アストラムライン）",大原,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
19,広島高速交通,"広島新交通1号線（アストラムライン）",伴中央,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
20,広島高速交通,"広島新交通1号線（アストラムライン）",大塚,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,,
21,広島高速交通,"広島新交通1号線（アストラムライン）",広域公園前,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,H6.8,,1番線は降車ホーム・2番線は乗車ホーム,
22,広島高速交通,"広島新交通1号線（アストラムライン）",新白島,広島県広島市中区,島式1面2線,1・2番線,ホームドア,H27.3,,,
1,沖縄都市モノレール,沖縄都市モノレール線,那覇空港,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,◎全駅
2,沖縄都市モノレール,沖縄都市モノレール線,赤嶺,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
3,沖縄都市モノレール,沖縄都市モノレール線,小禄,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
4,沖縄都市モノレール,沖縄都市モノレール線,奥武山公園,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
5,沖縄都市モノレール,沖縄都市モノレール線,壺川,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,H15.8,,,
6,沖縄都市モノレール,沖縄都市モノレール線,旭橋,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,H15.8,,,
7,沖縄都市モノレール,沖縄都市モノレール線,県庁前,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
8,沖縄都市モノレール,沖縄都市モノレール線,美栄橋,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
9,沖縄都市モノレール,沖縄都市モノレール線,牧志,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
10,沖縄都市モノレール,沖縄都市モノレール線,安里,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
11,沖縄都市モノレール,沖縄都市モノレール線,おもろまち,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,H15.8,,,
12,沖縄都市モノレール,沖縄都市モノレール線,古島,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,H15.8,,,
13,沖縄都市モノレール,沖縄都市モノレール線,市立病院前,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
14,沖縄都市モノレール,沖縄都市モノレール線,儀保,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,H15.8,,,
15,沖縄都市モノレール,沖縄都市モノレール線,首里,沖縄県那覇市,相対式2面2線,1・2番線,可動式ホーム柵,H15.8,,,
16,沖縄都市モノレール,沖縄都市モノレール線,石嶺,沖縄県那覇市,島式1面2線,1・2番線,可動式ホーム柵,R1.10,,,
17,沖縄都市モノレール,沖縄都市モノレール線,経塚,沖縄県浦添市,島式1面2線,1・2番線,可動式ホーム柵,R1.10,,,
18,沖縄都市モノレール,沖縄都市モノレール線,浦添前田,沖縄県浦添市,島式1面2線,1・2番線,可動式ホーム柵,R1.10,,,
19,沖縄都市モノレール,沖縄都市モノレール線,てだこ浦西,沖縄県浦添市,島式1面2線,1・2番線,可動式ホーム柵,R1.10,,,
