,駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,Unnamed: 10,当該路線の設置状況,path
562,61.0,東京都交通局,大江戸線,中野坂上,東京都中野区,島式1面2線,1・2番線,可動式ホーム柵,2013/04/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局大江戸線_addRailname.geojson
563,62.0,東京都交通局,大江戸線,西新宿五丁目,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2013/04/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局大江戸線_addRailname.geojson
564,,東京都交通局,新宿線,新宿,東京都新宿区,島式1面2線,4・5番線,可動式ホーム柵,2019/02/01 00:00,○,（参照）【京王電鉄京王線】,◎全駅,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
565,63.0,東京都交通局,新宿線,新宿三丁目,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,2019/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
566,64.0,東京都交通局,新宿線,曙橋,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,2019/07/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
567,65.0,東京都交通局,新宿線,市ヶ谷,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2019/06/01 00:00,○,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
568,66.0,東京都交通局,新宿線,九段下,東京都千代田区,相対式2面2線,5・6番線,可動式ホーム柵,2019/06/01 00:00,○,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
569,,東京都交通局,新宿線,神保町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,2019/04/01 00:00,○,（参照）【都営三田線】,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
570,67.0,東京都交通局,新宿線,小川町,東京都千代田区,島式1面2線,3・4番線,可動式ホーム柵,2019/04/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
571,68.0,東京都交通局,新宿線,岩本町,東京都千代田区,島式2面3線,1・2・3・4番線,可動式ホーム柵,2019/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
572,69.0,東京都交通局,新宿線,馬喰横山,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,2019/01/01 00:00,○,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
573,70.0,東京都交通局,新宿線,浜町,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,2018/12/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
574,,東京都交通局,新宿線,森下,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,2018/11/01 00:00,○,（参照）【都営大江戸線】,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
575,71.0,東京都交通局,新宿線,菊川,東京都墨田区,島式1面2線,1・2番線,可動式ホーム柵,2018/11/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
576,72.0,東京都交通局,新宿線,住吉,東京都江東区,相対式2面2線,1・2番線,可動式ホーム柵,2018/10/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
577,73.0,東京都交通局,新宿線,西大島,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,2018/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
578,74.0,東京都交通局,新宿線,大島,東京都江東区,島式2面3線,1・2・3・4番線,可動式ホーム柵,2018/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
579,75.0,東京都交通局,新宿線,東大島,東京都江東区,相対式2面2線,1・2番線,可動式ホーム柵,2018/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
580,76.0,東京都交通局,新宿線,船堀,東京都江戸川区,相対式2面2線,1・2番線,可動式ホーム柵,2018/07/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
581,77.0,東京都交通局,新宿線,一之江,東京都江戸川区,島式1面2線,1・2番線,可動式ホーム柵,2018/06/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
582,78.0,東京都交通局,新宿線,瑞江,東京都江戸川区,島式1面2線,1・2番線,可動式ホーム柵,2018/06/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
583,79.0,東京都交通局,新宿線,篠崎,東京都江戸川区,島式1面2線,1・2番線,可動式ホーム柵,2018/05/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
584,80.0,東京都交通局,新宿線,本八幡,千葉県市川市,島式1面2線,1・2番線,可動式ホーム柵,2018/04/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局新宿線_addRailname.geojson
585,1.0,横浜市交通局,ブルーライン,あざみ野,神奈川県横浜市青葉区,島式1面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
586,2.0,横浜市交通局,ブルーライン,中川,神奈川県横浜市都筑区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
587,3.0,横浜市交通局,ブルーライン,センター北,神奈川県横浜市都筑区,島式1面2線,3・4番線,可動式ホーム柵,2007/04/01 00:00,,横浜市グリーンラインホーム（1・2番線）はH20.3に設置,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
588,4.0,横浜市交通局,ブルーライン,センター南,神奈川県横浜市都筑区,島式1面2線,3・4番線,可動式ホーム柵,2007/04/01 00:00,,横浜市グリーンラインホーム（1・2番線）はH20.3に設置,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
589,5.0,横浜市交通局,ブルーライン,仲町台,神奈川県横浜市都筑区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
590,6.0,横浜市交通局,ブルーライン,新羽,神奈川県横浜市港北区,島式2面3線,1・2・3・4番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
591,7.0,横浜市交通局,ブルーライン,北新横浜,神奈川県横浜市港北区,島式1面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
592,8.0,横浜市交通局,ブルーライン,新横浜,神奈川県横浜市港北区,島式1面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
593,9.0,横浜市交通局,ブルーライン,岸根公園,神奈川県横浜市港北区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
594,10.0,横浜市交通局,ブルーライン,片倉町,神奈川県横浜市神奈川区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
595,11.0,横浜市交通局,ブルーライン,三ツ沢上町,神奈川県横浜市神奈川区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
596,12.0,横浜市交通局,ブルーライン,三ツ沢下町,神奈川県横浜市神奈川区,相対式2面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
597,13.0,横浜市交通局,ブルーライン,横浜,神奈川県横浜市西区,島式1面2線,1・2番線,可動式ホーム柵,2007/04/01 00:00,○,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
598,14.0,横浜市交通局,ブルーライン,高島町,神奈川県横浜市西区,島式1面2線,1・2番線,可動式ホーム柵,2007/05/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
599,15.0,横浜市交通局,ブルーライン,桜木町,神奈川県横浜市中区,島式1面2線,1・2番線,可動式ホーム柵,2007/05/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
600,16.0,横浜市交通局,ブルーライン,関内,神奈川県横浜市中区,単式二層2面2線,2・4番線,可動式ホーム柵,2007/05/01 00:00,,1・3番線なし,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局3号線_addRailname.geojson
601,17.0,横浜市交通局,ブルーライン,伊勢佐木長者町,神奈川県横浜市中区,島式1面2線,1・2番線,可動式ホーム柵,2007/05/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
602,18.0,横浜市交通局,ブルーライン,阪東橋,神奈川県横浜市中区,島式1面2線,1・2番線,可動式ホーム柵,2007/06/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
603,19.0,横浜市交通局,ブルーライン,吉野町,神奈川県横浜市南区,島式1面2線,1・2番線,可動式ホーム柵,2007/06/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
604,20.0,横浜市交通局,ブルーライン,蒔田,神奈川県横浜市南区,相対式2面2線,1・2番線,可動式ホーム柵,2007/06/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
605,21.0,横浜市交通局,ブルーライン,弘明寺,神奈川県横浜市南区,相対式2面2線,1・2番線,可動式ホーム柵,2007/06/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
606,22.0,横浜市交通局,ブルーライン,上大岡,神奈川県横浜市港南区,島式1面2線,1・2番線,可動式ホーム柵,2007/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
607,23.0,横浜市交通局,ブルーライン,港南中央,神奈川県横浜市港南区,相対式2面2線,1・2番線,可動式ホーム柵,2007/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
608,24.0,横浜市交通局,ブルーライン,上永谷,神奈川県横浜市港南区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2007/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
609,25.0,横浜市交通局,ブルーライン,下永谷,神奈川県横浜市港南区,相対式2面2線,1・2番線,可動式ホーム柵,2007/08/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
610,26.0,横浜市交通局,ブルーライン,舞岡,神奈川県横浜市戸塚区,相対式2面2線,1・2番線,可動式ホーム柵,2007/08/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
611,27.0,横浜市交通局,ブルーライン,戸塚,神奈川県横浜市戸塚区,島式1面2線,1・2番線,可動式ホーム柵,2007/08/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
612,28.0,横浜市交通局,ブルーライン,踊場,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,2007/08/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
613,29.0,横浜市交通局,ブルーライン,中田,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,2007/09/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
614,30.0,横浜市交通局,ブルーライン,立場,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,2007/09/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
615,31.0,横浜市交通局,ブルーライン,下飯田,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,2007/09/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
616,32.0,横浜市交通局,ブルーライン,湘南台,神奈川県藤沢市,島式1面2線,1・2番線,可動式ホーム柵,2007/09/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局1号線_addRailname.geojson
617,33.0,横浜市交通局,グリーンライン,中山,神奈川県横浜市緑区,島式1面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
618,34.0,横浜市交通局,グリーンライン,川和町,神奈川県横浜市都筑区,島式1面2線,3・4番線,可動式ホーム柵,2008/03/01 00:00,,1・2番線ホームなし（留置線）,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
619,35.0,横浜市交通局,グリーンライン,都筑ふれあいの丘,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
620,,横浜市交通局,グリーンライン,センター南,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,（参照）【横浜市ブルーライン】,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
621,,横浜市交通局,グリーンライン,センター北,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,（参照）【横浜市ブルーライン】,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
622,36.0,横浜市交通局,グリーンライン,北山田,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
623,37.0,横浜市交通局,グリーンライン,東山田,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
624,38.0,横浜市交通局,グリーンライン,高田,神奈川県横浜市港北区,単式二層2面2線,1・2番線,可動式ホーム柵,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜市交通局/横浜市交通局グリーンライン_addRailname.geojson
