,路線名,駅名,人身事故回数,index
999,東海旅客鉄道中央線,鶴舞駅,4,"[831, 6613, 7602, 13198]"
1000,東日本旅客鉄道水郡線,上菅谷駅,5,"[832, 2299, 9313, 11332, 14253]"
1001,東日本旅客鉄道水郡線,常陸鴻巣駅,5,"[832, 4812, 11723, 14253, 14475]"
1002,"['東日本旅客鉄道東北本線', '東日本旅客鉄道東海道線']",川口駅,9,"[833, 5054, 5359, 7649, 8431, 8468, 12312, 13285, 14627]"
1003,名古屋鉄道名鉄河和線,坂部駅,3,"[834, 841, 1008]"
1004,近畿日本鉄道近鉄南大阪線,高田市駅,5,"[835, 8029, 9505, 10804, 11421]"
1005,近畿日本鉄道近鉄南大阪線,浮孔駅,9,"[835, 968, 6078, 8029, 9505, 10804, 11421, 11902, 13329]"
1006,東海旅客鉄道東海道線,沼津駅,11,"[836, 4692, 5554, 7937, 8261, 10515, 12497, 13752, 13974, 14072, 14850]"
1007,東海旅客鉄道東海道線,片浜駅,9,"[836, 3925, 8261, 10035, 11915, 11918, 12497, 13752, 13974]"
1008,東日本旅客鉄道常磐線,友部駅,9,"[838, 3686, 5371, 6543, 10909, 10945, 10992, 12867, 14451]"
1009,東日本旅客鉄道常磐線,内原駅,14,"[838, 2347, 2536, 3188, 3686, 3738, 8005, 8295, 9139, 9473, 9701, 10945, 12867, 14532]"
1010,東日本旅客鉄道横須賀線,鎌倉駅,19,"[844, 2546, 3473, 3790, 5787, 5924, 8008, 8330, 9212, 9617, 9691, 9768, 10549, 10856, 11392, 12495, 12498, 14390, 14525]"
1011,東日本旅客鉄道横須賀線,逗子駅,10,"[844, 3619, 3790, 5924, 8008, 9212, 9960, 10856, 11392, 14390]"
1012,東日本旅客鉄道白新線,新崎駅,4,"[845, 1593, 1994, 2330]"
1013,西日本鉄道西鉄天神大牟田線,雑餉隈駅,10,"[847, 1477, 2689, 3290, 5258, 7087, 9311, 12821, 13586, 14039]"
1014,秩父鉄道秩父本線,御花畑駅,4,"[850, 2872, 4412, 12435]"
1015,秩父鉄道秩父本線,影森駅,3,"[850, 4412, 12435]"
1016,阪急電鉄阪急京都本線,西院駅,15,"[851, 1243, 1378, 1499, 2486, 3889, 4371, 7426, 8101, 9270, 10058, 10327, 10583, 10859, 12116]"
1017,阪急電鉄阪急京都本線,西京極駅,22,"[851, 1378, 1499, 2486, 2724, 2927, 3387, 3889, 7426, 7475, 8101, 9270, 9409, 10058, 10327, 10583, 10859, 11454, 12116, 12605, 13270, 14842]"
1018,東日本旅客鉄道奥羽本線,高擶駅,7,"[853, 2543, 6072, 8161, 9591, 11000, 13020]"
1019,西武鉄道西武池袋線,稲荷山公園駅,2,"[854, 2500]"
1020,熊本市交通局熊本市電幹線,熊本駅前停留場,1,[855]
1021,東日本旅客鉄道陸羽東線,小牛田駅,3,"[856, 3678, 6287]"
1022,東日本旅客鉄道陸羽東線,北浦駅,3,"[856, 3678, 6287]"
1023,東日本旅客鉄道小海線,野辺山駅,1,[857]
1024,東日本旅客鉄道小海線,清里駅,1,[857]
1025,東海旅客鉄道東海道線,穂積駅,7,"[858, 2970, 6574, 8581, 10858, 11736, 12011]"
1026,東海旅客鉄道東海道線,大垣駅,6,"[858, 3964, 6574, 7280, 7974, 8581]"
1027,東武鉄道東武東上本線,中板橋駅,23,"[860, 1308, 2406, 3068, 4094, 5481, 7704, 7797, 7927, 8911, 9244, 9592, 9651, 9877, 10164, 11062, 11088, 11661, 11835, 13303, 13687, 14701, 14877]"
1028,東日本旅客鉄道東海道線,真鶴駅,6,"[862, 1429, 2132, 8071, 9670, 10607]"
1029,東日本旅客鉄道東海道線,湯河原駅,5,"[862, 3398, 7748, 12461, 12738]"
1030,東日本旅客鉄道横須賀線,戸塚駅,11,"[863, 4439, 7254, 8092, 9661, 12004, 12019, 12775, 12882, 13378, 13643]"
1031,南海電気鉄道南海高野線,萩ノ茶屋駅,6,"[864, 1336, 3983, 9300, 11475, 12673]"
1032,西日本旅客鉄道山陽線,下松駅,11,"[865, 2551, 3526, 5094, 5982, 6339, 6638, 8270, 8758, 12072, 13898]"
1033,西日本旅客鉄道山陽線,櫛ヶ浜駅,11,"[865, 2551, 3430, 5094, 5982, 6339, 6603, 7077, 8270, 12072, 13898]"
1034,四国旅客鉄道予讃線,比地大駅,3,"[866, 2183, 7291]"
1035,近畿日本鉄道近鉄大阪線,榛原駅,5,"[870, 10066, 11613, 12635, 13404]"
1036,近畿日本鉄道近鉄大阪線,室生口大野駅,6,"[870, 9211, 10066, 11613, 12635, 13404]"
1037,西日本旅客鉄道山陽線,三原駅,6,"[873, 7090, 7978, 8810, 10346, 12895]"
1038,東海旅客鉄道身延線,西富士宮駅,4,"[876, 10588, 11274, 12253]"
1039,名古屋市交通局鶴舞線,原駅,3,"[880, 2482, 5391]"
1040,東急電鉄東急池上線,御嶽山駅,3,"[881, 4386, 12786]"
1041,東急電鉄東急池上線,久が原駅,5,"[881, 1619, 4469, 10199, 12966]"
1042,阪神電気鉄道阪神本線,打出駅,4,"[882, 3101, 9510, 13920]"
1043,南海電気鉄道南海本線,北助松駅,7,"[883, 2155, 2792, 5442, 8901, 10788, 12334]"
1044,近畿日本鉄道近鉄奈良線,今里駅,2,"[884, 5352]"
1045,京阪電気鉄道京阪本線,香里園駅,18,"[885, 1405, 1993, 2458, 2877, 5021, 5037, 5387, 5446, 5840, 6607, 7236, 9644, 9709, 9923, 11035, 11900, 12709]"
1046,京阪電気鉄道京阪本線,寝屋川市駅,12,"[885, 1405, 1680, 1993, 2877, 5037, 5603, 5840, 7235, 9923, 11900, 14851]"
1047,近畿日本鉄道近鉄奈良線,瓢箪山駅,10,"[886, 3480, 3792, 7451, 9726, 9833, 10730, 11189, 12118, 14886]"
1048,東海旅客鉄道中央線,日出塩駅,4,"[887, 2558, 11335, 14127]"
1049,東海旅客鉄道中央線,洗馬駅,3,"[887, 11335, 14127]"
1050,京浜急行電鉄京急本線,上大岡駅,5,"[888, 2931, 4061, 7960, 12550]"
1051,"['東日本旅客鉄道東北本線', '東日本旅客鉄道東海道線']",田端駅,7,"[890, 5009, 8511, 10997, 11394, 14404, 14581]"
1052,東日本旅客鉄道根岸線,磯子駅,5,"[892, 2933, 9576, 9665, 13921]"
1053,東日本旅客鉄道水郡線,西金駅,1,[893]
1054,東日本旅客鉄道水郡線,上小川駅,2,"[893, 4413]"
1055,東海旅客鉄道武豊線,東浦駅,2,"[895, 14165]"
1056,東海旅客鉄道武豊線,亀崎駅,3,"[895, 10648, 13161]"
1057,東日本旅客鉄道根岸線,山手駅,10,"[897, 1591, 2566, 2659, 2714, 2926, 3549, 12010, 12506, 12971]"
1058,東日本旅客鉄道東海道線,早川駅,3,"[898, 2127, 14887]"
1059,東日本旅客鉄道東海道線,根府川駅,6,"[898, 1429, 3092, 6030, 9670, 10607]"
1060,北海道旅客鉄道函館本線,岩見沢駅,4,"[899, 1713, 4458, 8585]"
1061,北海道旅客鉄道函館本線,峰延駅,3,"[899, 1713, 4458]"
1062,名古屋鉄道名鉄尾西線,名鉄一宮駅,1,[900]
1063,九州旅客鉄道鹿児島本線,門司港駅,2,"[901, 4790]"
1064,阪急電鉄阪急神戸本線,塚口駅,18,"[903, 1167, 1306, 1834, 2943, 2976, 2994, 3571, 4539, 5764, 6932, 8425, 8959, 10033, 10311, 11477, 14459, 14575]"
1065,WILLER TRAINS宮津線,京丹後大宮駅,2,"[904, 12328]"
1066,WILLER TRAINS宮津線,峰山駅,5,"[904, 2242, 10888, 12328, 12703]"
1067,肥薩おれんじ鉄道肥薩おれんじ鉄道線,薩摩高城駅,1,[905]
1068,肥薩おれんじ鉄道肥薩おれんじ鉄道線,草道駅,1,[905]
1069,東日本旅客鉄道東海道線,新橋駅,13,"[906, 945, 3689, 4767, 4867, 5609, 6626, 6911, 7188, 8267, 8598, 14192, 14529]"
1070,西日本旅客鉄道山陽線,東尾道駅,7,"[908, 11250, 11982, 12304, 12441, 12848, 14469]"
1071,西日本旅客鉄道山陽線,尾道駅,14,"[908, 2494, 2894, 4259, 5278, 5956, 10496, 11250, 11982, 12097, 12441, 12848, 14469, 14797]"
1072,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",瀬田駅,8,"[909, 5630, 5987, 6312, 7662, 10323, 11796, 14176]"
1073,西日本旅客鉄道越美北線,越前高田駅,2,"[910, 13762]"
1074,西日本旅客鉄道越美北線,市波駅,2,"[910, 13762]"
1075,京浜急行電鉄京急本線,京急鶴見駅,9,"[911, 2665, 4210, 5162, 5717, 6008, 6867, 8760, 10722]"
1076,あいの風とやま鉄道あいの風とやま鉄道線,石動駅,3,"[912, 2349, 5169]"
1077,あいの風とやま鉄道あいの風とやま鉄道線,福岡駅,3,"[912, 2349, 5169]"
1078,大阪市高速電気軌道四つ橋線,本町駅,2,"[913, 7420]"
1079,東日本旅客鉄道中央本線,春日居町駅,11,"[914, 2357, 2517, 3222, 3637, 4136, 4615, 6394, 12046, 12542, 13184]"
1080,九州旅客鉄道香椎線,香椎神宮駅,2,"[915, 7761]"
1081,九州旅客鉄道香椎線,舞松原駅,1,[915]
1082,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",山科駅,5,"[918, 5355, 9780, 10354, 12944]"
1083,長崎電気軌道本線,西浦上駅,2,"[919, 12039]"
1084,しなの鉄道しなの鉄道線,坂城駅,4,"[920, 2040, 5466, 8893]"
1085,しなの鉄道しなの鉄道線,戸倉駅,5,"[920, 5466, 6614, 8272, 8893]"
1086,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",西宮駅,10,"[921, 2550, 2633, 2835, 3437, 5020, 6113, 7678, 13214, 14077]"
1087,小湊鐵道小湊鉄道線,上総中野駅,1,[922]
1088,南海電気鉄道南海高野線,金剛駅,6,"[923, 2236, 4920, 5795, 9583, 12240]"
1089,南海電気鉄道南海高野線,滝谷駅,6,"[923, 2236, 3099, 7783, 12240, 13858]"
1090,東日本旅客鉄道上越新幹線,高崎駅,1,[924]
1091,近畿日本鉄道近鉄大阪線,伊賀神戸駅,2,"[930, 8801]"
1092,西日本旅客鉄道山陽線,藤生駅,3,"[931, 8571, 13070]"
1093,西日本旅客鉄道山陽線,通津駅,4,"[931, 3931, 8571, 13070]"
1094,京成電鉄京成本線,勝田台駅,6,"[932, 1533, 2410, 3075, 10032, 12287]"
1095,東海旅客鉄道東海道線,草薙駅,11,"[933, 1962, 3309, 4956, 6555, 6840, 7295, 8163, 10209, 10640, 14185]"
1096,東武鉄道東武伊勢崎線,鐘ヶ淵駅,2,"[934, 2454]"
1097,東武鉄道東武伊勢崎線,堀切駅,2,"[934, 3607]"
1098,江ノ島電鉄江ノ島電鉄線,和田塚駅,4,"[935, 6921, 11188, 11445]"
1099,西日本旅客鉄道東海道線,長岡京駅,13,"[937, 950, 2853, 4957, 7586, 7597, 9627, 10685, 10959, 11869, 13900, 13925, 14278]"
1100,名古屋鉄道名鉄竹鼻線,柳津駅,6,"[938, 2953, 3711, 3892, 4349, 11268]"
1101,名古屋鉄道名鉄竹鼻線,南宿駅,4,"[938, 3711, 4349, 11268]"
1102,東日本旅客鉄道青梅線,福生駅,9,"[939, 1301, 5271, 5760, 7054, 7886, 7998, 13160, 14690]"
1103,東日本旅客鉄道水郡線,常陸津田駅,1,[942]
1104,東日本旅客鉄道水郡線,後台駅,1,[942]
1105,南海電気鉄道南海加太線,二里ヶ浜駅,1,[943]
1106,南海電気鉄道南海加太線,磯ノ浦駅,2,"[943, 14585]"
1107,島原鉄道島原鉄道線,大三東駅,2,"[944, 13748]"
1108,島原鉄道島原鉄道線,松尾駅,1,[944]
1109,東武鉄道東武伊勢崎線,獨協大学前駅,1,[947]
1110,四国旅客鉄道土讃線,土佐長岡駅,2,"[948, 10753]"
1111,四国旅客鉄道土讃線,後免駅,2,"[948, 6316]"
1112,西日本旅客鉄道東海道線,向日町駅,3,"[950, 7802, 13671]"
1113,大阪市高速電気軌道谷町線,谷町六丁目駅,2,"[952, 6238]"
1114,西日本旅客鉄道山口線,山口駅,1,[953]
1115,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",宝殿駅,19,"[954, 4423, 4931, 5205, 5988, 6077, 7864, 8220, 8763, 9620, 10376, 10459, 10619, 11178, 11180, 12185, 12660, 13660, 14801]"
1116,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",曽根駅,15,"[954, 1634, 3895, 4423, 4931, 5205, 7864, 8220, 8947, 10619, 11178, 11180, 12660, 13660, 14673]"
1117,東急電鉄東急大井町線,自由が丘駅,7,"[955, 3220, 5685, 7335, 10190, 11605, 12455]"
1118,東急電鉄東急大井町線,九品仏駅,5,"[955, 3220, 5685, 12025, 12455]"
1119,南海電気鉄道南海本線,鶴原駅,7,"[956, 7928, 9027, 9849, 11790, 12637, 12717]"
1120,京成電鉄京成本線,八千代台駅,13,"[957, 1534, 2912, 2945, 4196, 6938, 7513, 7890, 8086, 8126, 11870, 13358, 14059]"
1121,東日本旅客鉄道東北本線,一ノ関駅,2,"[960, 8491]"
1122,東日本旅客鉄道東北本線,山ノ目駅,2,"[960, 8491]"
1123,京浜急行電鉄京急大師線,大師橋駅,1,[961]
1124,東日本旅客鉄道中央本線,東小金井駅,9,"[962, 1705, 4341, 5504, 8177, 8618, 9330, 9483, 12519]"
1125,京成電鉄京成本線,京成小岩駅,8,"[963, 1570, 1671, 4635, 6748, 8467, 9059, 11851]"
1126,東日本旅客鉄道常磐線,岩間駅,6,"[964, 1718, 5605, 10725, 10909, 14451]"
1127,東日本旅客鉄道東北本線,石越駅,4,"[966, 4212, 4714, 12721]"
1128,東日本旅客鉄道東北本線,油島駅,3,"[966, 4714, 12721]"
1129,上田交通別所線,八木沢駅,2,"[970, 10499]"
1130,上田交通別所線,別所温泉駅,2,"[970, 10499]"
1131,東日本旅客鉄道羽越本線,西目駅,4,"[971, 3310, 5052, 13365]"
1132,東日本旅客鉄道羽越本線,羽後本荘駅,1,[971]
1133,西日本旅客鉄道大阪環状線,森ノ宮駅,2,"[972, 11170]"
1134,近畿日本鉄道近鉄京都線,新祝園駅,2,"[973, 13415]"
1135,東日本旅客鉄道南武線,中野島駅,7,"[974, 2744, 7497, 11716, 12384, 13471, 14449]"
1136,東日本旅客鉄道南武線,稲田堤駅,7,"[974, 3945, 5145, 7497, 11955, 13678, 14449]"
1137,西武鉄道西武国分寺線,国分寺駅,1,[975]
1138,西武鉄道西武国分寺線,恋ヶ窪駅,3,"[975, 11805, 11846]"
1139,東武鉄道東武野田線,八木崎駅,9,"[976, 2760, 5726, 6166, 7204, 7419, 11526, 13988, 14260]"
1140,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",新長田駅,9,"[978, 1040, 1505, 5157, 8942, 9082, 11568, 12522, 12879]"
1141,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",栗東駅,10,"[979, 2736, 4526, 5549, 6101, 7055, 7155, 7975, 9607, 9828]"
1142,西日本旅客鉄道片町線,藤阪駅,4,"[981, 3796, 5316, 6268]"
1143,西日本旅客鉄道片町線,津田駅,7,"[981, 2501, 6268, 6319, 8627, 12733, 13492]"
1144,東日本旅客鉄道南武線,登戸駅,8,"[983, 1486, 1963, 2744, 11716, 12384, 13471, 13951]"
1145,西日本旅客鉄道奈良線,城陽駅,3,"[984, 1683, 14506]"
1146,九州旅客鉄道大村線,小串郷駅,2,"[985, 12339]"
1147,九州旅客鉄道大村線,川棚駅,3,"[985, 8436, 12339]"
1148,東日本旅客鉄道青梅線,中神駅,5,"[987, 7136, 9264, 9893, 13506]"
1149,北海道旅客鉄道函館本線,深川駅,5,"[989, 10794, 11216, 13416, 14765]"
1150,北海道旅客鉄道函館本線,妹背牛駅,2,"[989, 14765]"
1151,西日本旅客鉄道山陽線,御着駅,5,"[990, 7089, 11632, 12685, 13881]"
1152,東日本旅客鉄道高崎線,吹上駅,10,"[991, 1473, 2480, 2557, 3312, 5381, 6567, 8752, 11921, 11926]"
1153,阪急電鉄阪急千里線,豊津駅,4,"[992, 9130, 13262, 13653]"
1154,東日本旅客鉄道外房線,大網駅,5,"[993, 3318, 6035, 6310, 11320]"
1155,東日本旅客鉄道上越線,沼田駅,4,"[994, 6057, 7685, 13172]"
1156,西日本旅客鉄道伯備線,総社駅,3,"[995, 5479, 10063]"
1157,阪神電気鉄道阪神本線,姫島駅,3,"[996, 10271, 14200]"
1158,東日本旅客鉄道仙山線,東照宮駅,7,"[997, 3326, 6556, 7689, 8297, 10252, 12914]"
1159,東日本旅客鉄道仙山線,北仙台駅,6,"[997, 3326, 7689, 8472, 10252, 12504]"
1160,東日本旅客鉄道東北本線,国府多賀城駅,1,[999]
1161,東日本旅客鉄道東北本線,塩釜駅,5,"[999, 1502, 1965, 7898, 9996]"
1162,京阪電気鉄道京阪石山坂本線,南滋賀駅,2,"[1000, 1698]"
1163,京阪電気鉄道京阪石山坂本線,滋賀里駅,1,[1000]
1164,近畿日本鉄道近鉄鳥羽線,朝熊駅,1,[1002]
1165,東海旅客鉄道東海道線,笠寺駅,4,"[1003, 7095, 10168, 10445]"
1166,東海旅客鉄道東海道線,熱田駅,7,"[1003, 2963, 5266, 5573, 6004, 10168, 10445]"
1167,東武鉄道東武野田線,流山おおたかの森駅,6,"[1004, 5308, 6859, 11569, 11767, 13677]"
1168,九州旅客鉄道鹿児島本線,羽犬塚駅,3,"[1005, 5111, 5324]"
1169,九州旅客鉄道鹿児島本線,筑後船小屋駅,3,"[1005, 5111, 5324]"
1170,小田急電鉄小田急小田原線,渋沢駅,12,"[1006, 2340, 3145, 6052, 6515, 8466, 10417, 11012, 11061, 11375, 13792, 13864]"
1171,小田急電鉄小田急小田原線,新松田駅,11,"[1006, 2340, 3224, 5380, 6515, 7165, 8466, 11061, 12282, 13792, 13864]"
1172,京浜急行電鉄京急本線,南太田駅,2,"[1007, 3275]"
1173,東日本旅客鉄道中央本線,塩山駅,5,"[1009, 1948, 5748, 11101, 11911]"
1174,東日本旅客鉄道中央本線,東山梨駅,8,"[1009, 1648, 1948, 8536, 8732, 9078, 13541, 14419]"
1175,九州旅客鉄道久大本線,久留米駅,1,[1010]
1176,九州旅客鉄道久大本線,久留米高校前駅,1,[1010]
1177,東日本旅客鉄道東北本線,小山駅,22,"[1012, 1576, 2063, 2928, 3153, 3196, 3552, 4031, 4082, 4165, 4270, 5299, 5657, 6038, 8887, 9020, 9109, 9852, 11016, 11806, 12026, 12849]"
1178,東日本旅客鉄道東北本線,新白岡駅,13,"[1013, 2978, 3142, 4337, 10325, 11358, 11389, 11464, 12237, 13255, 13257, 14667, 14734]"
1179,東日本旅客鉄道東北本線,久喜駅,8,"[1013, 3051, 3142, 4337, 5008, 11464, 13257, 13720]"
1180,九州旅客鉄道筑肥線,筑前前原駅,6,"[1016, 5507, 5767, 8317, 8836, 12314]"
1181,阪急電鉄阪急神戸本線,西宮北口駅,10,"[1019, 2089, 5137, 6703, 7397, 7750, 8788, 9854, 11391, 12076]"
1182,東日本旅客鉄道青梅線,河辺駅,6,"[1021, 1778, 5483, 8333, 9909, 14352]"
1183,水間鉄道水間線,近義の里駅,1,[1022]
1184,水間鉄道水間線,石才駅,1,[1022]
1185,相模鉄道相鉄本線,上星川駅,15,"[1023, 1970, 2297, 4163, 5853, 7964, 9461, 10279, 10435, 10539, 10836, 11042, 11087, 12306, 13847]"
1186,東武鉄道東武東上本線,ふじみ野駅,27,"[1026, 2076, 3492, 4447, 4961, 5098, 5528, 6519, 6685, 6866, 6880, 7229, 7844, 8023, 8659, 8920, 9158, 9215, 9729, 9774, 10026, 10979, 11440, 13127, 13928, 13969, 14561]"
1187,西日本旅客鉄道山陽線,横川駅,7,"[1027, 10553, 10651, 10653, 12316, 13976, 14754]"
1188,西日本旅客鉄道山陽線,西広島駅,19,"[1027, 1120, 1459, 1907, 3170, 3969, 4054, 4077, 5437, 6018, 6253, 8349, 10651, 10653, 12316, 13976, 14548, 14754, 14832]"
1189,名古屋鉄道名鉄竹鼻線,笠松駅,1,[1028]
1190,名古屋鉄道名鉄竹鼻線,西笠松駅,3,"[1028, 2953, 3892]"
1191,京福電気鉄道嵐山本線,四条大宮駅,1,[1029]
1192,京福電気鉄道嵐山本線,西院駅,3,"[1029, 5341, 12064]"
1193,東日本旅客鉄道横浜線,鴨居駅,16,"[1032, 2064, 3499, 3680, 5560, 6322, 7376, 7399, 8288, 8578, 8626, 9875, 9941, 10039, 12940, 13396]"
1194,東日本旅客鉄道横浜線,中山駅,21,"[1032, 2064, 2616, 3499, 4235, 5084, 5560, 5737, 6100, 7399, 7670, 8281, 8288, 9719, 9941, 10511, 10623, 11818, 12326, 12875, 12940]"
1195,東京都交通局浅草線,蔵前駅,1,[1033]
1196,"['札幌市交通事業振興公社1条線', '札幌市交通事業振興公社山鼻線', '札幌市交通事業振興公社山鼻西線', '札幌市交通事業振興公社都心線']",西線11条停留場,1,[1034]
1197,"['札幌市交通事業振興公社1条線', '札幌市交通事業振興公社山鼻線', '札幌市交通事業振興公社山鼻西線', '札幌市交通事業振興公社都心線']",西線9条旭山公園通停留場,1,[1034]
1198,西日本旅客鉄道山陽線,備後赤坂駅,8,"[1036, 1840, 4748, 6588, 8555, 11640, 11708, 12731]"
1199,えちぜん鉄道三国芦原線,本荘駅,3,"[1037, 1186, 6904]"
1200,東日本旅客鉄道根岸線,根岸駅,8,"[1038, 2566, 2714, 8010, 9432, 9576, 9987, 12170]"
1201,名古屋鉄道名鉄犬山線,上小田井駅,6,"[1041, 2651, 3042, 5626, 11439, 12172]"
1202,九州旅客鉄道日田彦山線,呼野駅,3,"[1042, 8234, 9391]"
1203,九州旅客鉄道日田彦山線,採銅所駅,3,"[1042, 5568, 14530]"
1204,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",住吉駅,10,"[1044, 5688, 6158, 7328, 7396, 8195, 8300, 8373, 13005, 13973]"
1205,上毛電気鉄道上毛線,東新川駅,1,[1045]
1206,上毛電気鉄道上毛線,赤城駅,1,[1045]
1207,小田急電鉄小田急江ノ島線,中央林間駅,7,"[1046, 1717, 1822, 2140, 3662, 12295, 14697]"
1208,阪堺電気軌道阪堺線,高須神社駅,1,[1047]
1209,阪堺電気軌道阪堺線,綾ノ町駅,1,[1047]
1210,島原鉄道島原鉄道線,島原駅,2,"[1048, 6541]"
1211,島原鉄道島原鉄道線,霊丘公園体育館駅,1,[1048]
1212,甘木鉄道甘木線,立野駅,2,"[1050, 11887]"
1213,甘木鉄道甘木線,小郡駅,2,"[1050, 11887]"
1214,東武鉄道東武伊勢崎線,蒲生駅,2,"[1052, 1223]"
1215,九州旅客鉄道日豊本線,蓮ヶ池駅,10,"[1053, 1298, 1359, 1554, 2838, 4359, 4724, 8210, 9426, 14157]"
1216,阪急電鉄阪急京都本線,相川駅,10,"[1054, 3246, 3283, 5263, 5408, 5946, 6966, 8880, 12094, 12423]"
1217,西日本旅客鉄道山陽新幹線,小倉駅,3,"[1055, 4492, 7738]"
1218,東武鉄道東武野田線,塚田駅,12,"[1058, 2812, 3140, 5488, 6473, 7793, 8091, 8153, 9786, 9921, 12736, 13442]"
1219,東武鉄道東武野田線,新船橋駅,3,"[1058, 5488, 9921]"
1220,京阪電気鉄道京阪本線,守口市駅,6,"[1060, 2437, 3599, 3603, 7311, 14394]"
1221,京王電鉄京王井の頭線,東松原駅,3,"[1061, 3622, 3744]"
1222,青い森鉄道青い森鉄道線,筒井駅,2,"[1062, 12245]"
1223,青い森鉄道青い森鉄道線,青森駅,2,"[1062, 12245]"
1224,東京地下鉄丸ノ内線,国会議事堂前駅,1,[1063]
1225,名古屋鉄道名鉄三河線,吉浜駅,3,"[1065, 3573, 5026]"
1226,名古屋鉄道名鉄三河線,小垣江駅,3,"[1065, 3573, 5026]"
1227,九州旅客鉄道鹿児島本線,九産大前駅,9,"[1066, 2583, 3574, 4014, 5256, 7331, 10587, 12826, 14793]"
1228,九州旅客鉄道鹿児島本線,香椎駅,6,"[1066, 2169, 3574, 5856, 9108, 10128]"
1229,東日本旅客鉄道東海道線,国府津駅,4,"[1067, 6093, 8232, 10112]"
1230,西武鉄道西武新宿線,本川越駅,9,"[1069, 1905, 1955, 3493, 3739, 8123, 11627, 13841, 14417]"
1231,嵯峨野観光鉄道嵯峨野観光線,馬堀駅,1,[1070]
1232,神戸電鉄粟生線,三木駅,1,[1071]
1233,神戸電鉄粟生線,大村駅,1,[1071]
1234,西日本旅客鉄道山陰本線,鳥取大学前駅,2,"[1072, 7386]"
1235,西日本旅客鉄道山陰本線,末恒駅,4,"[1072, 7386, 10134, 12669]"
1236,西日本旅客鉄道阪和線,津久野駅,7,"[1073, 1296, 5794, 6604, 10232, 11834, 12830]"
1237,東日本旅客鉄道高崎線,岡部駅,16,"[1074, 2490, 4327, 4456, 4591, 4910, 5158, 5467, 6521, 7279, 8095, 11131, 11950, 12501, 13380, 14608]"
1238,東日本旅客鉄道横浜線,町田駅,14,"[1075, 1469, 2045, 2066, 3040, 3340, 3765, 5163, 7584, 7690, 10352, 10592, 11530, 14317]"
1239,東日本旅客鉄道横浜線,古淵駅,11,"[1075, 1469, 2860, 3040, 4765, 5163, 5786, 7903, 9997, 10294, 13235]"
1240,東日本旅客鉄道吾妻線,群馬原町駅,2,"[1077, 8587]"
1241,東日本旅客鉄道吾妻線,中之条駅,1,[1077]
1242,東急電鉄東急田園都市線,江田駅,9,"[1078, 2405, 4554, 12482, 12612, 12725, 13119, 13331, 14609]"
1243,えちごトキめき鉄道妙高はねうまライン,関山駅,3,"[1079, 1472, 4552]"
1244,えちごトキめき鉄道妙高はねうまライン,二本木駅,3,"[1079, 1472, 4552]"
1245,えちぜん鉄道勝山永平寺線,追分口駅,3,"[1083, 8634, 10601]"
1246,えちぜん鉄道勝山永平寺線,東藤島駅,1,[1083]
1247,名古屋鉄道名鉄名古屋本線,豊橋駅,2,"[1084, 1656]"
1248,名古屋鉄道名鉄名古屋本線,伊奈駅,3,"[1084, 1656, 12191]"
1249,東武鉄道東武東上本線,東松山駅,13,"[1087, 1515, 3424, 3677, 4283, 4332, 5477, 7857, 8406, 9975, 11536, 12726, 14828]"
1250,長崎電気軌道本線,市布駅,1,[1089]
1251,北海道旅客鉄道石北本線,端野駅,2,"[1090, 12251]"
1252,北海道旅客鉄道石北本線,緋牛内駅,1,[1090]
1253,阪急電鉄阪急京都本線,洛西口駅,7,"[1091, 5756, 8024, 12798, 13008, 14552, 14795]"
1254,近畿日本鉄道近鉄橿原線,新ノ口駅,4,"[1092, 1363, 6965, 13449]"
1255,近畿日本鉄道近鉄橿原線,大和八木駅,2,"[1092, 6965]"
1256,九州旅客鉄道三角線,網田駅,1,[1093]
1257,西日本旅客鉄道福知山線,丹波竹田駅,4,"[1094, 3642, 3692, 7570]"
1258,西日本旅客鉄道福知山線,福知山駅,4,"[1094, 3642, 3692, 7570]"
1259,"['東日本旅客鉄道東北本線', '東日本旅客鉄道山手線', '東日本旅客鉄道横須賀線', '東日本旅客鉄道高崎線', '東日本旅客鉄道東海道線']",恵比寿駅,2,"[1096, 5321]"
1260,東海旅客鉄道御殿場線,御殿場駅,1,[1097]
1261,東海旅客鉄道御殿場線,足柄駅,1,[1097]
1262,東京地下鉄副都心線,新宿三丁目駅,1,[1098]
1263,阪急電鉄阪急京都本線,正雀駅,14,"[1099, 2039, 3246, 3631, 4466, 5252, 6966, 8628, 9185, 9972, 13215, 13311, 14027, 14562]"
1264,西武鉄道西武西武園線,東村山駅,3,"[1101, 1230, 6340]"
1265,西武鉄道西武西武園線,西武園駅,3,"[1101, 1230, 6340]"
