,路線名,駅名,人身事故回数,index
1266,西日本旅客鉄道東海道線,高槻駅,13,"[1102, 3165, 3999, 5109, 7023, 7604, 8829, 8908, 9742, 10070, 12886, 13667, 14218]"
1267,京成電鉄京成本線,京成津田沼駅,8,"[1105, 3427, 4764, 5070, 11377, 11537, 12239, 12439]"
1268,嵯峨野観光鉄道嵯峨野観光線,丹波口駅,3,"[1106, 2055, 3097]"
1269,東日本旅客鉄道白新線,佐々木駅,5,"[1107, 1501, 2526, 2654, 8925]"
1270,東武鉄道東武伊勢崎線,川俣駅,6,"[1109, 5947, 6876, 12678, 12973, 14705]"
1271,東武鉄道東武伊勢崎線,茂林寺前駅,5,"[1109, 5858, 6828, 12678, 14705]"
1272,東武鉄道東武東上本線,朝霞駅,10,"[1111, 3626, 3753, 4568, 5565, 6644, 8507, 10625, 11176, 14333]"
1273,大阪市高速電気軌道四つ橋線,四ツ橋駅,1,[1112]
1274,東日本旅客鉄道上越線,岩本駅,2,"[1113, 6057]"
1275,東日本旅客鉄道上越線,津久田駅,1,[1113]
1276,"['西日本旅客鉄道宇野線', '四国旅客鉄道予讃線']",妹尾駅,10,"[1114, 1121, 1303, 2229, 3265, 7220, 9142, 11817, 12503, 13502]"
1277,名古屋鉄道名鉄名古屋本線,名鉄名古屋駅,6,"[1115, 2704, 6392, 8160, 10005, 11656]"
1278,九州旅客鉄道日田彦山線,城野駅,3,"[1116, 2793, 10799]"
1279,九州旅客鉄道日田彦山線,石田駅,3,"[1116, 2793, 10799]"
1280,"['東日本旅客鉄道東北本線', '東日本旅客鉄道東海道線']",田町駅,3,"[1117, 3558, 4326]"
1281,東日本旅客鉄道東北本線,長町駅,8,"[1119, 1256, 1764, 1791, 5224, 5661, 9785, 11023]"
1282,東日本旅客鉄道東北本線,仙台駅,11,"[1119, 1390, 1791, 5224, 5661, 9785, 11023, 12105, 12129, 13783, 14063]"
1283,西日本旅客鉄道山陽線,新井口駅,14,"[1120, 1459, 1641, 1907, 3170, 3969, 4054, 4077, 5437, 6253, 8349, 11098, 11338, 14832]"
1284,"['西日本旅客鉄道宇野線', '四国旅客鉄道予讃線']",備前西市駅,9,"[1121, 3265, 4523, 6786, 8156, 9142, 12085, 12503, 13400]"
1285,九州旅客鉄道日豊本線,餅原駅,1,[1124]
1286,東日本旅客鉄道総武本線,都賀駅,20,"[1125, 1462, 1975, 2079, 2375, 3291, 4597, 4906, 5781, 6065, 7062, 8980, 9406, 9615, 9745, 9989, 11054, 12855, 14595, 14617]"
1287,東日本旅客鉄道総武本線,四街道駅,20,"[1125, 1571, 1975, 2079, 2375, 2628, 4178, 5781, 5975, 7498, 7580, 8697, 8944, 8980, 9406, 9745, 11416, 12855, 14595, 14617]"
1288,名古屋鉄道名鉄常滑線,豊田本町駅,5,"[1126, 1510, 4601, 5375, 8168]"
1289,東海旅客鉄道東海道線,愛野駅,2,"[1127, 13578]"
1290,東日本旅客鉄道成田線,酒々井駅,9,"[1129, 1266, 3614, 4639, 7726, 8007, 10115, 10620, 12266]"
1291,東日本旅客鉄道成田線,成田駅,13,"[1129, 1266, 3614, 3693, 4639, 4854, 7726, 8007, 8852, 10096, 10115, 10620, 11854]"
1292,京成電鉄京成本線,菅野駅,6,"[1130, 1373, 1942, 4090, 6209, 8104]"
1293,名古屋鉄道名鉄常滑線,道徳駅,3,"[1131, 1598, 8690]"
1294,東日本旅客鉄道羽越本線,羽後牛島駅,5,"[1134, 1478, 8375, 8996, 10109]"
1295,東日本旅客鉄道羽越本線,秋田駅,4,"[1134, 1478, 8375, 8996]"
1296,四国旅客鉄道予讃線,端岡駅,6,"[1135, 2855, 7977, 9750, 10133, 14128]"
1297,東日本旅客鉄道中央本線,みどり湖駅,2,"[1136, 4753]"
1298,西武鉄道西武新宿線,入曽駅,12,"[1137, 1500, 3001, 6146, 6475, 9246, 9523, 11334, 13097, 13101, 13320, 14711]"
1299,小田急電鉄小田急小田原線,喜多見駅,2,"[1139, 1723]"
1300,東日本旅客鉄道奥羽本線,羽前中山駅,2,"[1140, 2806]"
1301,東日本旅客鉄道奥羽本線,かみのやま温泉駅,2,"[1140, 2806]"
1302,東日本旅客鉄道横須賀線,保土ヶ谷駅,12,"[1141, 2216, 2492, 2817, 4480, 5074, 6261, 8866, 9378, 9474, 10280, 14254]"
1303,東武鉄道東武佐野線,田島駅,2,"[1142, 3772]"
1304,東武鉄道東武佐野線,佐野市駅,4,"[1142, 9971, 11233, 12286]"
1305,名古屋鉄道名鉄河和線,住吉町駅,3,"[1143, 2870, 13284]"
1306,北総鉄道北総線,小室駅,2,"[1144, 9518]"
1307,西日本旅客鉄道北陸本線,鯖江駅,4,"[1145, 3174, 12277, 14424]"
1308,西日本旅客鉄道北陸本線,北鯖江駅,7,"[1145, 2335, 3174, 3419, 7850, 12277, 14424]"
1309,四国旅客鉄道予讃線,海岸寺駅,4,"[1147, 1826, 4252, 12899]"
1310,京王電鉄京王高尾線,狭間駅,4,"[1148, 7024, 10906, 11724]"
1311,南海電気鉄道南海高野線,三国ヶ丘駅,10,"[1150, 2103, 2450, 3027, 6174, 7135, 7299, 12167, 12407, 14163]"
1312,東日本旅客鉄道東北本線,矢板駅,6,"[1154, 3554, 4925, 5353, 7025, 12478]"
1313,四国旅客鉄道予讃線,観音寺駅,7,"[1156, 1320, 1696, 5821, 6045, 8926, 13543]"
1314,四国旅客鉄道予讃線,豊浜駅,8,"[1156, 1320, 4209, 6045, 6136, 8926, 13543, 14702]"
1315,西日本旅客鉄道北陸本線,大土呂駅,4,"[1157, 2335, 3477, 13839]"
1316,西日本旅客鉄道北陸本線,越前花堂駅,2,"[1157, 10462]"
1317,南海電気鉄道南海本線,浜寺公園駅,8,"[1158, 2244, 3276, 6396, 12656, 13930, 14109, 14453]"
1318,東日本旅客鉄道南武線,向河原駅,5,"[1161, 2061, 5072, 13036, 13226]"
1319,阪急電鉄阪急京都本線,淡路駅,15,"[1162, 1665, 3486, 5686, 7972, 8956, 9024, 9558, 11006, 11340, 11560, 11678, 13190, 14510, 14700]"
1320,阪急電鉄阪急京都本線,崇禅寺駅,14,"[1162, 1665, 4242, 5686, 7794, 8937, 8956, 9558, 11560, 13022, 13190, 13503, 14396, 14400]"
1321,富山地方鉄道不二越線,南富山駅,4,"[1163, 6205, 9035, 12549]"
1322,富山地方鉄道不二越線,朝菜町駅,2,"[1163, 9035]"
1323,東日本旅客鉄道武蔵野線,新八柱駅,2,"[1164, 10222]"
1324,京王電鉄京王相模原線,京王堀之内駅,5,"[1165, 4809, 8180, 8782, 13704]"
1325,京阪電気鉄道京阪本線,淀駅,14,"[1166, 1409, 1444, 1899, 1996, 5744, 6075, 6539, 9206, 10513, 12238, 12974, 14507, 14660]"
1326,西日本旅客鉄道山陽線,五日市駅,12,"[1169, 1641, 2643, 3009, 5204, 6804, 7441, 8283, 10480, 11098, 11338, 14769]"
1327,西日本旅客鉄道山陽線,廿日市駅,5,"[1169, 2643, 3009, 7441, 10480]"
1328,東日本旅客鉄道高崎線,桶川駅,35,"[1170, 1541, 2537, 3176, 3376, 3656, 5329, 5606, 5770, 6223, 6545, 6910, 7321, 8368, 8453, 8722, 8780, 10726, 11212, 11690, 12377, 12443, 12553, 12562, 13029, 13095, 13470, 13558, 13706, 14032, 14033, 14138, 14228, 14378, 14642]"
1329,西日本鉄道西鉄天神大牟田線,下大利駅,7,"[1171, 3602, 3839, 3912, 5774, 9002, 9416]"
1330,西日本鉄道西鉄天神大牟田線,都府楼前駅,9,"[1171, 1853, 3602, 3839, 7263, 9002, 9970, 11093, 13203]"
1331,東日本旅客鉄道中央本線,立川駅,12,"[1173, 2540, 3300, 3754, 4038, 4441, 4689, 6561, 11679, 13114, 13619, 13722]"
1332,新京成電鉄新京成線,薬園台駅,11,"[1174, 1529, 2509, 3226, 3285, 4670, 7309, 7965, 9383, 11455, 13401]"
1333,新京成電鉄新京成線,前原駅,11,"[1174, 1529, 2509, 3226, 3285, 3834, 7965, 9383, 11123, 11455, 13401]"
1334,東日本旅客鉄道根岸線,洋光台駅,9,"[1177, 2917, 5328, 8427, 9559, 11483, 11890, 11961, 13834]"
1335,西日本旅客鉄道湖西線,近江中庄駅,2,"[1178, 2915]"
1336,近畿日本鉄道近鉄京都線,久津川駅,6,"[1179, 3217, 5356, 5536, 6250, 10927]"
1337,近畿日本鉄道近鉄京都線,寺田駅,13,"[1179, 1959, 3202, 4269, 4792, 5356, 5369, 5536, 7884, 8100, 9030, 9233, 10927]"
1338,東日本旅客鉄道横須賀線,東京駅,1,[1180]
1339,伊豆箱根鉄道駿豆線,三島駅,3,"[1182, 2181, 5433]"
1340,伊豆箱根鉄道駿豆線,三島広小路駅,3,"[1182, 2181, 5433]"
1341,東武鉄道東武野田線,大宮公園駅,7,"[1183, 1736, 3399, 4420, 5151, 7356, 7618]"
1342,東日本旅客鉄道釜石線,松倉駅,2,"[1184, 14188]"
1343,東日本旅客鉄道釜石線,小佐野駅,3,"[1184, 7448, 14188]"
1344,東京都交通局浅草線,戸越駅,1,[1185]
1345,えちぜん鉄道三国芦原線,番田駅,1,[1186]
1346,東武鉄道東武宇都宮線,新栃木駅,1,[1187]
1347,東武鉄道東武宇都宮線,野州平川駅,1,[1187]
1348,東日本旅客鉄道中央本線,四方津駅,2,"[1188, 2087]"
1349,熊本電気鉄道菊池線,新須屋駅,3,"[1189, 5181, 5590]"
1350,熊本電気鉄道菊池線,須屋駅,1,[1189]
1351,東海旅客鉄道高山線,長森駅,7,"[1190, 1201, 1976, 7128, 8807, 10926, 13944]"
1352,伊予鉄道花園線,松山市駅前駅,3,"[1191, 5373, 8960]"
1353,伊予鉄道花園線,南堀端停留場,3,"[1191, 5373, 8960]"
1354,東海旅客鉄道東海道新幹線,新横浜駅,4,"[1192, 1278, 8564, 14558]"
1355,東日本旅客鉄道埼京線,与野本町駅,6,"[1193, 1357, 1655, 2136, 4282, 7027]"
1356,九州旅客鉄道日豊本線,加治木駅,9,"[1196, 1344, 3730, 4278, 8747, 9316, 9339, 9851, 12706]"
1357,九州旅客鉄道日豊本線,錦江駅,5,"[1196, 1344, 3730, 4278, 9316]"
1358,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",芦屋駅,4,"[1197, 4540, 9832, 11811]"
1359,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",甲南山手駅,8,"[1197, 3917, 4357, 7434, 9403, 11196, 11215, 13692]"
1360,西武鉄道西武拝島線,小川駅,10,"[1198, 2914, 5348, 6576, 7120, 8206, 9293, 9721, 12927, 13620]"
1361,西武鉄道西武拝島線,東大和市駅,8,"[1198, 5348, 7120, 8206, 9293, 10475, 12927, 13620]"
1362,東海旅客鉄道高山線,岐阜駅,3,"[1201, 1976, 8807]"
1363,"['東海旅客鉄道関西線', '西日本旅客鉄道関西本線']",柏原駅,14,"[1202, 2462, 2887, 3958, 4937, 6429, 6947, 6983, 9283, 10298, 10506, 10630, 14066, 14308]"
1364,近畿日本鉄道近鉄大阪線,真菅駅,4,"[1204, 2791, 3953, 10303]"
1365,近畿日本鉄道近鉄大阪線,大和八木駅,5,"[1204, 1926, 6870, 12451, 13394]"
1366,東日本旅客鉄道磐越東線,小野新町駅,2,"[1205, 7847]"
1367,東日本旅客鉄道磐越東線,夏井駅,1,[1205]
1368,しなの鉄道しなの鉄道線,上田駅,5,"[1206, 1854, 2553, 5499, 9924]"
1369,しなの鉄道しなの鉄道線,西上田駅,7,"[1206, 1854, 2040, 2363, 2553, 5499, 10188]"
1370,東日本旅客鉄道埼京線,渋谷駅,6,"[1207, 3329, 8871, 11958, 12176, 12809]"
1371,京浜急行電鉄京急本線,京急田浦駅,6,"[1208, 5179, 6178, 9191, 9401, 12473]"
1372,東海旅客鉄道身延線,国母駅,7,"[1209, 7873, 8248, 9656, 13387, 14003, 14843]"
1373,東海旅客鉄道身延線,甲斐住吉駅,4,"[1209, 1772, 7745, 13387]"
1374,名古屋鉄道名鉄名古屋本線,奥田駅,5,"[1210, 1295, 11218, 13477, 14422]"
1375,名古屋鉄道名鉄名古屋本線,国府宮駅,8,"[1210, 1964, 2106, 5993, 6114, 10905, 11218, 13477]"
1376,東日本旅客鉄道横須賀線,新川崎駅,19,"[1211, 2417, 4350, 5351, 5620, 6633, 6714, 7559, 9157, 10046, 10231, 12578, 12923, 12976, 12982, 13441, 13537, 14621, 14676]"
1377,北海道旅客鉄道函館本線,苗穂駅,9,"[1212, 2474, 4358, 5825, 8840, 9775, 12342, 12561, 13121]"
1378,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",安土駅,9,"[1213, 1843, 3697, 3854, 5463, 5670, 5739, 7423, 11734]"
1379,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",近江八幡駅,11,"[1213, 1432, 1843, 2495, 3118, 3247, 7423, 8417, 9220, 10917, 11990]"
1380,九州旅客鉄道香椎線,土井駅,1,[1215]
1381,近畿日本鉄道近鉄橿原線,八木西口駅,4,"[1216, 8914, 9232, 13072]"
1382,近畿日本鉄道近鉄橿原線,畝傍御陵前駅,5,"[1216, 8914, 9232, 9948, 13072]"
1383,東海旅客鉄道東海道線,用宗駅,9,"[1219, 8150, 8372, 10054, 10172, 10828, 11994, 13253, 14859]"
1384,南海電気鉄道南海本線,泉大津駅,4,"[1220, 3074, 7973, 8557]"
1385,東海旅客鉄道中央線,神領駅,10,"[1221, 3187, 6207, 6612, 6674, 9361, 10542, 11141, 12724, 14780]"
1386,東日本旅客鉄道東北本線,西那須野駅,7,"[1225, 4045, 4658, 4795, 10931, 12925, 14341]"
1387,東日本旅客鉄道東北本線,野崎駅,7,"[1225, 3554, 4045, 4352, 4658, 7025, 14341]"
1388,東日本旅客鉄道南武線,谷保駅,9,"[1226, 2020, 4838, 6501, 6975, 8761, 8951, 9329, 11808]"
1389,東日本旅客鉄道南武線,矢川駅,8,"[1226, 2016, 2020, 6975, 7124, 7565, 11808, 12491]"
1390,九州旅客鉄道筑肥線,糸島高校前駅,4,"[1227, 3201, 3379, 3395]"
1391,長野電鉄長野線,桜沢駅,4,"[1232, 5159, 7242, 9053]"
1392,長野電鉄長野線,延徳駅,4,"[1232, 5038, 7242, 9053]"
1393,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",尼崎駅,19,"[1233, 2960, 2998, 3757, 4007, 4093, 5810, 6474, 7543, 8498, 8785, 8907, 9698, 9859, 10181, 13123, 13818, 14580, 14802]"
1394,名古屋鉄道名鉄名古屋本線,前後駅,3,"[1234, 2300, 9820]"
1395,近畿日本鉄道近鉄田原本線,但馬駅,1,[1236]
1396,近畿日本鉄道近鉄田原本線,箸尾駅,1,[1236]
1397,大阪市高速電気軌道御堂筋線,難波駅,8,"[1238, 2156, 2207, 4285, 5016, 5920, 8527, 13714]"
1398,京阪電気鉄道京阪本線,千林駅,2,"[1239, 2745]"
1399,山形鉄道フラワー長井線,梨郷駅,4,"[1241, 9952, 12133, 13420]"
1400,名古屋鉄道名鉄河和線,河和口駅,3,"[1244, 1376, 10815]"
1401,名古屋鉄道名鉄河和線,河和駅,1,[1244]
1402,九州旅客鉄道鹿児島本線,遠賀川駅,9,"[1245, 3702, 4086, 5242, 6628, 8714, 9454, 10085, 11327]"
1403,西日本鉄道西鉄天神大牟田線,試験場前駅,1,[1246]
1404,東急電鉄東急池上線,荏原中延駅,6,"[1248, 6367, 8208, 12952, 12955, 13177]"
1405,東急電鉄東急池上線,旗の台駅,8,"[1248, 2985, 6367, 8208, 11463, 12952, 12955, 13177]"
1406,北海道旅客鉄道函館本線,然別駅,1,[1249]
1407,北海道旅客鉄道函館本線,仁木駅,3,"[1249, 10579, 14008]"
1408,京王電鉄京王井の頭線,高井戸駅,7,"[1251, 2179, 3060, 6239, 6881, 9685, 9968]"
1409,東日本旅客鉄道根岸線,新杉田駅,4,"[1253, 10025, 13656, 14724]"
1410,阪急電鉄阪急宝塚本線,池田駅,4,"[1254, 3279, 3374, 7040]"
1411,東日本旅客鉄道仙山線,葛岡駅,2,"[1255, 2430]"
1412,九州旅客鉄道豊肥本線,新水前寺駅,7,"[1257, 4495, 8011, 9013, 10954, 11705, 11882]"
1413,相模鉄道相鉄本線,大和駅,4,"[1259, 2025, 4317, 10464]"
1414,小田急電鉄小田急小田原線,豪徳寺駅,3,"[1262, 5718, 13681]"
1415,NULL,赤羽駅,5,"[1263, 3699, 8451, 8748, 9280]"
1416,"['東日本旅客鉄道中央本線', '東日本旅客鉄道総武本線']",津田沼駅,19,"[1264, 1847, 2585, 3966, 3993, 5310, 5779, 5889, 6510, 7249, 7672, 8096, 8539, 9088, 9807, 9857, 11803, 12697, 13700]"
1417,東日本旅客鉄道羽越本線,越後早川駅,1,[1265]
1418,東日本旅客鉄道羽越本線,桑川駅,1,[1265]
1419,甘木鉄道甘木線,西太刀洗駅,2,"[1271, 9338]"
1420,甘木鉄道甘木線,山隈駅,2,"[1271, 9338]"
1421,西日本旅客鉄道宇部線,床波駅,2,"[1272, 10938]"
1422,近畿日本鉄道近鉄名古屋線,津駅,3,"[1273, 2259, 9365]"
1423,近畿日本鉄道近鉄名古屋線,津新町駅,5,"[1273, 2259, 5852, 5938, 9365]"
1424,西日本旅客鉄道芸備線,戸坂駅,5,"[1274, 2802, 6403, 9230, 11068]"
1425,九州旅客鉄道鹿児島本線,箱崎駅,12,"[1275, 2695, 3282, 4921, 5007, 5395, 7302, 9715, 9751, 12911, 14206, 14691]"
1426,土佐くろしお鉄道中村線,土佐入野駅,2,"[1276, 12301]"
1427,土佐くろしお鉄道中村線,西大方駅,2,"[1276, 12301]"
1428,南海電気鉄道南海本線,湊駅,1,[1279]
1429,名古屋鉄道名鉄常滑線,聚楽園駅,2,"[1282, 7398]"
1430,名古屋鉄道名鉄常滑線,新日鉄前駅,5,"[1282, 6882, 7198, 7398, 11506]"
1431,水島臨海鉄道水島本線,倉敷市駅,1,[1283]
1432,水島臨海鉄道水島本線,球場前駅,1,[1283]
1433,四国旅客鉄道予讃線,多喜浜駅,9,"[1284, 5633, 5651, 8103, 9850, 10261, 12016, 13240, 13587]"
1434,四国旅客鉄道予讃線,新居浜駅,14,"[1284, 2292, 3385, 4361, 4627, 5633, 6211, 7598, 8103, 9133, 9850, 10261, 13240, 13587]"
1435,京浜急行電鉄京急本線,追浜駅,9,"[1285, 1761, 5119, 5179, 7718, 9191, 9401, 13802, 14116]"
1436,近畿日本鉄道近鉄京都線,興戸駅,6,"[1287, 4871, 5454, 6366, 6847, 9618]"
1437,西日本旅客鉄道山陽線,北長瀬駅,4,"[1288, 4508, 9648, 12228]"
1438,西武鉄道西武池袋線,所沢駅,10,"[1289, 2223, 5453, 5683, 6190, 6710, 6890, 8832, 11629, 11931]"
1439,東日本旅客鉄道南武線,川崎駅,2,"[1290, 10494]"
1440,東日本旅客鉄道南武線,尻手駅,9,"[1290, 1974, 3652, 6477, 8484, 12909, 14175, 14555, 14557]"
1441,東急電鉄東急こどもの国線,長津田駅,1,[1292]
1442,東急電鉄東急こどもの国線,恩田駅,1,[1292]
1443,東武鉄道東武野田線,東岩槻駅,10,"[1299, 2997, 3496, 5632, 7370, 8454, 10683, 12485, 13078, 13504]"
1444,東日本旅客鉄道青梅線,牛浜駅,5,"[1301, 5760, 5894, 7054, 8218]"
1445,"['東日本旅客鉄道中央本線', '東日本旅客鉄道総武本線']",下総中山駅,7,"[1302, 5178, 5676, 6088, 6358, 6375, 6701]"
1446,東海旅客鉄道東海道線,安城駅,7,"[1305, 2069, 3045, 4329, 4746, 5650, 5895]"
1447,東日本旅客鉄道中央本線,高尾駅,19,"[1307, 1720, 1910, 2408, 2471, 3327, 3847, 4010, 4452, 5206, 8247, 9085, 9563, 9628, 11626, 12128, 12196, 12887, 13942]"
1448,近畿日本鉄道近鉄橿原線,田原本駅,2,"[1311, 7861]"
1449,西日本旅客鉄道山陽線,小月駅,2,"[1312, 11650]"
1450,西日本旅客鉄道山陽線,長府駅,2,"[1312, 5018]"
1451,小田急電鉄小田急小田原線,読売ランド前駅,14,"[1313, 1811, 1879, 3468, 4479, 4690, 4857, 6365, 7788, 8106, 10014, 11305, 12845, 14467]"
1452,西日本旅客鉄道山陽線,柳井港駅,1,[1314]
1453,西日本旅客鉄道山陽線,柳井駅,4,"[1314, 2393, 10818, 12222]"
1454,京阪電気鉄道京阪交野線,郡津駅,3,"[1315, 1715, 13230]"
1455,京阪電気鉄道京阪交野線,交野市駅,3,"[1315, 1715, 2797]"
1456,北総鉄道北総線,東松戸駅,3,"[1316, 4369, 5714]"
1457,東海旅客鉄道紀勢線,松阪駅,3,"[1317, 10561, 14123]"
1458,東海旅客鉄道紀勢線,徳和駅,1,[1317]
1459,小田急電鉄小田急江ノ島線,相模大野駅,4,"[1318, 7442, 7881, 10562]"
1460,四国旅客鉄道予讃線,菊間駅,5,"[1319, 6102, 6335, 8502, 14299]"
1461,四国旅客鉄道予讃線,浅海駅,2,"[1319, 13307]"
1462,東武鉄道東武伊勢崎線,せんげん台駅,11,"[1321, 1943, 2908, 4429, 5593, 6500, 7870, 8712, 8936, 10981, 11011]"
1463,東日本旅客鉄道南武線,武蔵新城駅,10,"[1322, 1448, 2285, 2332, 3883, 4621, 5871, 5989, 6378, 13838]"
1464,東日本旅客鉄道南武線,武蔵溝ノ口駅,15,"[1322, 2285, 2332, 3883, 4621, 4793, 5177, 5401, 5989, 6378, 13469, 13665, 13838, 14203, 14416]"
1465,近畿日本鉄道近鉄奈良線,富雄駅,7,"[1323, 1525, 3131, 4493, 11260, 12603, 14187]"
1466,近畿日本鉄道近鉄奈良線,学園前駅,3,"[1323, 4493, 11260]"
1467,東日本旅客鉄道常磐線,東海駅,10,"[1324, 2378, 4170, 8561, 9005, 10009, 10921, 11876, 13562, 14208]"
1468,東日本旅客鉄道常磐線,大甕駅,11,"[1324, 1333, 2378, 7159, 8641, 10009, 10864, 11105, 11561, 11777, 13796]"
1469,東日本旅客鉄道相模線,門沢橋駅,2,"[1325, 4559]"
1470,東日本旅客鉄道相模線,社家駅,2,"[1325, 6609]"
1471,東武鉄道東武東上本線,上板橋駅,25,"[1327, 1413, 1506, 2056, 2341, 2670, 2834, 2944, 2991, 3089, 4983, 5363, 7410, 9271, 10192, 11513, 11596, 11639, 11828, 12556, 13481, 13646, 13789, 14439, 14858]"
1472,東日本旅客鉄道常磐線,荒川沖駅,9,"[1329, 1536, 4808, 6271, 9492, 10481, 10732, 13480, 13554]"
1473,西日本旅客鉄道小野田線,雀田駅,1,[1331]
1474,西日本旅客鉄道小野田線,浜河内駅,1,[1331]
1475,肥薩おれんじ鉄道肥薩おれんじ鉄道線,野田郷駅,1,[1334]
1476,肥薩おれんじ鉄道肥薩おれんじ鉄道線,折口駅,2,"[1334, 2983]"
1477,東日本旅客鉄道成田線,布佐駅,6,"[1337, 5489, 6927, 13450, 14441, 14846]"
1478,東日本旅客鉄道成田線,木下駅,4,"[1337, 4465, 6927, 14437]"
1479,西日本旅客鉄道吉備線,備前一宮駅,2,"[1338, 6286]"
1480,北海道旅客鉄道室蘭本線,幌別駅,4,"[1342, 1645, 8708, 13347]"
1481,秩父鉄道秩父本線,武州荒木駅,4,"[1347, 3003, 4977, 7749]"
1482,秩父鉄道秩父本線,東行田駅,4,"[1347, 3003, 7749, 10878]"
1483,東日本旅客鉄道内房線,巌根駅,10,"[1348, 5097, 6406, 7383, 9131, 10187, 10290, 11324, 12462, 13532]"
1484,東日本旅客鉄道中央本線,辰野駅,1,[1349]
1485,東日本旅客鉄道中央本線,川岸駅,1,[1349]
1486,西日本旅客鉄道越美北線,越前大野駅,2,"[1350, 13811]"
1487,西日本旅客鉄道越美北線,越前田野駅,1,[1350]
1488,東海旅客鉄道東海道新幹線,小田原駅,1,[1351]
1489,豊橋鉄道渥美線,柳生橋駅,3,"[1352, 7912, 10697]"
1490,豊橋鉄道渥美線,小池駅,2,"[1352, 10697]"
